time_utc,symbol,side,source,price,qty,gross_usdt,fee_usdt,realized_pnl_usdt,score,stop_pct,take_profit_pct,reason
2026-08-30T16:22:32.403789+00:00,ADAUSDT,BUY,TREND,0.2053615900,6.8104264288,1.400000,0.001400,0.000000,7.751,0.006000,0.017209,TREND_POOL|24h=+2.1%|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-30T16:36:34.705136+00:00,ADAUSDT,SELL,TREND,0.2040681816,6.8104264288,1.389791,0.001390,-0.011598,7.751,0.006000,0.017209,ATR_HARD_STOP
2026-08-31T17:52:38.703949+00:00,ZECUSDT,BUY,CORE,846.8639830000,0.0024769700,2.099756,0.002100,0.000000,7.985,0.007473,0.018112,CORE|HOT_RECOVERY|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-31T18:20:25.425484+00:00,ZECUSDT,SELL,CORE,861.9438366923,0.0024769700,2.135009,0.002135,0.033118,7.985,0.007473,0.018112,ATR_TAKE_PROFIT
2026-08-31T20:06:54.578891+00:00,AAVEUSDT,BUY,CORE,124.2872750000,0.0080395598,1.000215,0.001000,0.000000,7.361,0.006000,0.015608,CORE|GUARDED|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-31T23:06:12.291714+00:00,AAVEUSDT,SELL,CORE,123.9827940000,0.0080395598,0.996767,0.000997,-0.004445,7.361,0.006000,0.015608,CONFIRMED_TREND_LOST
2026-09-01T05:38:06.095394+00:00,MSTRBUSDT,BUY,CORE,132.5697590000,0.0211034373,2.800478,0.002800,0.000000,7.577,0.006000,0.015608,CORE|NORMAL|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-09-01T06:52:09.918597+00:00,MSTRBUSDT,SELL,CORE,131.9004180000,0.0211034373,2.783552,0.002784,-0.019709,7.577,0.006000,0.015608,CONFIRMED_TREND_LOST
