time_utc,symbol,side,source,price,qty,gross_usdt,fee_usdt,realized_pnl_usdt,score,stop_pct,take_profit_pct,reason
2026-08-25T00:45:23.662773+00:00,XLMUSDT,BUY,CORE,0.1946000000,51.3360739979,10.000000,0.010000,0.000000,6.852,0.004500,0.010000,CORE|WEAK|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-25T00:55:34.374397+00:00,XLMUSDT,SELL,CORE,0.1965460000,51.3360739979,10.089900,0.010090,0.079810,6.852,0.004500,0.010000,ATR_TAKE_PROFIT
2026-08-25T00:56:17.856750+00:00,AAVEUSDT,BUY,CORE,133.4700000000,0.0749080170,10.007981,0.010008,0.000000,6.468,0.005966,0.011037,CORE|STRONG|trend+slope+rsi_ok+mom5+mom15+mom30+volume+gap
2026-08-25T00:56:17.856868+00:00,FETUSDT,BUY,CORE,0.1755000000,56.9685072877,10.007981,0.010008,0.000000,6.352,0.007131,0.013192,CORE|STRONG|trend+slope+rsi_ok+mom5+mom15+mom30+volume+gap
2026-08-25T01:02:47.177262+00:00,SUPERUSDT,BUY,TREND,0.1208000000,41.3493377483,5.000000,0.005000,0.000000,6.837,0.012000,0.024000,TREND_POOL|24h=+9.1%|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-25T01:02:47.177352+00:00,TAOUSDT,BUY,CORE,241.5000000000,0.0413766878,10.002473,0.010002,0.000000,6.000,0.005324,0.010000,CORE|STRONG|trend+slope+rsi+mom5+mom15+mom30+volume_ok
2026-08-25T01:15:36.277064+00:00,TAOUSDT,SELL,CORE,240.2142857143,0.0413766878,9.939271,0.009939,-0.073140,6.000,0.005324,0.010000,ATR_HARD_STOP
2026-08-25T01:15:50.690837+00:00,SUPERUSDT,SELL,TREND,0.1193504000,41.3493377483,4.935060,0.004935,-0.069875,6.837,0.012000,0.024000,ATR_HARD_STOP
2026-08-25T01:21:44.066631+00:00,FETUSDT,SELL,CORE,0.1742485714,56.9685072877,9.926681,0.009927,-0.091227,6.352,0.007131,0.013192,ATR_HARD_STOP
2026-08-25T01:41:18.865616+00:00,AAVEUSDT,SELL,CORE,134.1879330315,0.0749080170,10.051752,0.010052,0.033719,6.468,0.005966,0.011037,TRAILING_STOP
2026-08-25T02:07:56.238031+00:00,INJUSDT,BUY,CORE,5.8590000000,1.1921076217,6.991550,0.006992,0.000000,6.448,0.006905,0.012774,CORE|NORMAL|trend+slope+rsi_ok+mom5+mom15+mom30+volume+gap
2026-08-25T02:07:56.238129+00:00,ETCUSDT,BUY,CORE,7.8500000000,0.8897526822,6.991550,0.006992,0.000000,6.350,0.004500,0.010000,CORE|NORMAL|trend+slope+rsi+mom5+mom15+mom30+volume_ok+gap
2026-08-25T02:21:08.267743+00:00,DASHUSDT,BUY,TREND,42.8000000000,0.1167056075,5.000000,0.005000,0.000000,6.950,0.006208,0.012417,TREND_POOL|24h=+3.9%|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-25T02:21:08.267860+00:00,ADAUSDT,BUY,CORE,0.2266000000,44.0698127869,9.996216,0.009996,0.000000,6.950,0.005863,0.010847,CORE|STRONG|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-25T02:26:46.873806+00:00,ETCUSDT,SELL,CORE,7.9285000000,0.8897526822,7.054404,0.007054,0.055800,6.350,0.004500,0.010000,ATR_TAKE_PROFIT
2026-08-25T02:26:54.124245+00:00,INJUSDT,SELL,CORE,5.8914895589,1.1921076217,7.023290,0.007023,0.024716,6.448,0.006905,0.012774,TRAILING_STOP
2026-08-25T02:27:31.456935+00:00,OPUSDT,BUY,CORE,0.1088000000,91.7907185538,9.996827,0.009997,0.000000,6.950,0.004884,0.010000,CORE|STRONG|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-25T02:27:31.457008+00:00,ENAUSDT,BUY,CORE,0.1563000000,63.8952666580,9.996827,0.009997,0.000000,6.950,0.008061,0.014914,CORE|STRONG|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-25T02:33:36.842795+00:00,ENAUSDT,SELL,CORE,0.1586310000,63.8952666580,10.135770,0.010136,0.128807,6.950,0.008061,0.014914,ATR_TAKE_PROFIT
2026-08-25T02:33:54.883883+00:00,DASHUSDT,SELL,TREND,43.3314285714,0.1167056075,5.057021,0.005057,0.051964,6.950,0.006208,0.012417,ATR_TAKE_PROFIT
2026-08-25T02:33:57.402644+00:00,SOLUSDT,BUY,CORE,102.2600000000,0.0979674421,10.028179,0.010028,0.000000,6.950,0.007778,0.014390,CORE|STRONG|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-25T02:33:57.402735+00:00,FETUSDT,BUY,CORE,0.1778000000,56.3450541452,10.028179,0.010028,0.000000,6.550,0.006894,0.012753,CORE|STRONG|trend+slope+rsi_ok+mom5+mom15+mom30+volume+gap
2026-08-25T02:39:29.404318+00:00,ADAUSDT,SELL,CORE,0.2280947661,44.0698127869,10.052094,0.010052,0.045826,6.950,0.005863,0.010847,TRAILING_STOP
2026-08-25T02:40:38.744352+00:00,IMXUSDT,BUY,CORE,0.1343000000,74.5033585623,10.015817,0.010016,0.000000,6.451,0.005680,0.010508,CORE|STRONG|trend+slope+rsi_ok+mom5+mom15+mom30+volume+gap
2026-08-25T02:52:59.866481+00:00,SOLUSDT,SELL,CORE,101.4645714286,0.0979674421,9.940225,0.009940,-0.097895,6.950,0.007778,0.014390,ATR_HARD_STOP
2026-08-25T02:53:16.732309+00:00,OPUSDT,SELL,CORE,0.1093160500,91.7907185538,10.034199,0.010034,0.027338,6.950,0.004884,0.010000,TRAILING_STOP
2026-08-25T02:53:34.778125+00:00,FETUSDT,SELL,CORE,0.1765742857,56.3450541452,9.949088,0.009949,-0.089040,6.550,0.006894,0.012753,ATR_HARD_STOP
2026-08-25T02:53:52.867160+00:00,IMXUSDT,SELL,CORE,0.1335371429,74.5033585623,9.948966,0.009949,-0.076800,6.451,0.005680,0.010508,ATR_HARD_STOP
2026-08-25T03:13:53.527007+00:00,BNBUSDT,BUY,CORE,716.8600000000,0.0083572847,5.997000,0.005997,0.000000,6.471,0.004500,0.010000,CORE|STRONG|trend+slope+rsi_ok+mom5+mom15+mom30+volume+gap
2026-08-25T04:37:12.723450+00:00,BNBUSDT,SELL,CORE,713.6341300000,0.0083572847,5.964044,0.005964,-0.038921,6.471,0.004500,0.010000,ATR_HARD_STOP
2026-08-25T05:22:51.240346+00:00,XLMUSDT,BUY,CORE,0.1990000000,50.1563672291,9.991108,0.009991,0.000000,6.893,0.004500,0.010000,CORE|STRONG|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-25T05:22:51.240440+00:00,DOGEUSDT,BUY,CORE,0.0925500000,107.8456734585,9.991108,0.009991,0.000000,6.767,0.004500,0.010000,CORE|STRONG|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-25T05:29:26.001381+00:00,ALGOUSDT,BUY,CORE,0.0945000000,105.6135853958,9.990474,0.009990,0.000000,6.950,0.004500,0.010000,CORE|STRONG|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-25T05:29:26.001531+00:00,RENDERUSDT,BUY,CORE,1.5390000000,6.4850447173,9.990474,0.009990,0.000000,6.867,0.004567,0.010000,CORE|STRONG|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-25T05:41:59.212095+00:00,ALGOUSDT,SELL,CORE,0.0940747500,105.6135853958,9.935572,0.009936,-0.064838,6.950,0.004500,0.010000,ATR_HARD_STOP
2026-08-25T05:54:45.521744+00:00,RENDERUSDT,SELL,CORE,1.5543900000,6.4850447173,10.080289,0.010080,0.079734,6.867,0.004567,0.010000,ATR_TAKE_PROFIT
2026-08-25T06:27:10.966879+00:00,XLMUSDT,SELL,CORE,0.1981045000,50.1563672291,9.936202,0.009936,-0.064842,6.893,0.004500,0.010000,ATR_HARD_STOP
2026-08-25T06:27:54.612117+00:00,ARBUSDT,BUY,CORE,0.0990000000,59.9696651865,5.942940,0.005943,0.000000,6.950,0.004500,0.010000,CORE|NORMAL|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-25T06:39:47.589340+00:00,ARBUSDT,SELL,CORE,0.0985545000,59.9696651865,5.910280,0.005910,-0.038570,6.950,0.004500,0.010000,ATR_HARD_STOP
2026-08-25T06:46:02.844449+00:00,DOGEUSDT,SELL,CORE,0.0921335250,107.8456734585,9.936202,0.009936,-0.064842,6.767,0.004500,0.010000,ATR_HARD_STOP
2026-08-25T07:33:27.466751+00:00,POLUSDT,BUY,CORE,0.1224000000,56.9939345845,6.983041,0.006983,0.000000,6.550,0.009867,0.018254,CORE|NORMAL|trend+slope+rsi_ok+mom5+mom15+mom30+volume+gap
2026-08-25T07:45:50.540932+00:00,POLUSDT,SELL,CORE,0.1211922857,56.9939345845,6.907225,0.006907,-0.082723,6.550,0.009867,0.018254,ATR_HARD_STOP
2026-08-25T10:58:35.965811+00:00,LDOUSDT,BUY,CORE,0.3742000000,18.6271320093,6.977250,0.006977,0.000000,6.798,0.004948,0.010000,CORE|NORMAL|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-25T10:58:35.965978+00:00,PYTHUSDT,BUY,CORE,0.0510400000,136.5649059148,6.977250,0.006977,0.000000,6.550,0.005895,0.010905,CORE|NORMAL|trend+slope+rsi+mom5+mom15+mom30_hold+volume+gap
2026-08-25T11:17:53.576652+00:00,PYTHUSDT,SELL,CORE,0.0507391429,136.5649059148,6.929186,0.006929,-0.054993,6.550,0.005895,0.010905,ATR_HARD_STOP
2026-08-25T11:37:44.003279+00:00,LDOUSDT,SELL,CORE,0.3765773500,18.6271320093,7.014556,0.007015,0.030291,6.798,0.004948,0.010000,TRAILING_STOP
2026-08-25T12:50:32.476460+00:00,TAOUSDT,BUY,CORE,237.6000000000,0.0209492106,4.982515,0.004983,0.000000,6.767,0.005628,0.010411,CORE|WEAK|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-25T12:56:52.756269+00:00,UNIUSDT,BUY,CORE,4.4060000000,1.5818570061,6.976639,0.006977,0.000000,6.875,0.007042,0.013028,CORE|NORMAL|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-25T13:15:40.769650+00:00,UNIUSDT,SELL,CORE,4.3749714286,1.5818570061,6.920579,0.006921,-0.062980,6.875,0.007042,0.013028,ATR_HARD_STOP
2026-08-25T13:22:33.273853+00:00,TAOUSDT,SELL,CORE,236.2628571429,0.0209492106,4.949520,0.004950,-0.037944,6.767,0.005628,0.010411,ATR_HARD_STOP
2026-08-25T14:36:03.827485+00:00,HBARUSDT,BUY,CORE,0.0804300000,74.1886054821,5.972963,0.005973,0.000000,6.839,0.006096,0.011277,CORE|STRONG|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-25T15:13:53.092913+00:00,HBARUSDT,SELL,CORE,0.0800000000,74.1886054821,5.935088,0.005935,-0.043809,6.839,0.006096,0.011277,CONFIRMED_TREND_LOST
2026-08-25T16:06:47.656254+00:00,SEIUSDT,BUY,CORE,0.0474300000,209.5847782134,9.950557,0.009951,0.000000,6.950,0.004500,0.010000,CORE|STRONG|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-25T16:06:47.656355+00:00,AAVEUSDT,BUY,CORE,129.4100000000,0.0768148213,9.950557,0.009951,0.000000,6.937,0.005146,0.010000,CORE|STRONG|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-25T16:19:10.603040+00:00,SEIUSDT,SELL,CORE,0.0472165650,209.5847782134,9.895873,0.009896,-0.064579,6.950,0.004500,0.010000,ATR_HARD_STOP
2026-08-25T16:25:29.789722+00:00,AAVEUSDT,SELL,CORE,128.7440000000,0.0768148213,9.889447,0.009889,-0.070999,6.937,0.005146,0.010000,ATR_HARD_STOP
2026-08-25T17:51:23.168817+00:00,PYTHUSDT,BUY,CORE,0.0527300000,131.7834868893,6.955899,0.006956,0.000000,6.803,0.009704,0.017953,CORE|NORMAL|trend+slope+rsi+mom5+mom15+mom30+volume+gap
