time_utc,symbol,side,source,price,qty,gross_usdt,fee_usdt,realized_pnl_usdt,score,stop_pct,take_profit_pct,reason
2026-08-27T14:09:06.957038+00:00,HBARUSDT,BUY,CORE,0.0790537090,25.2739564693,2.000000,0.002000,0.000000,7.942,0.006000,0.015608,CORE|PROBE|trend+slope+rsi+mom5+mom15+mom30+volume+gap
