time_utc,symbol,source,regime,breadth_pct,technical_score,required_score,entry_ready,technical_pass,expert_score,expert_verdict,coverage,top_position_ratio,top_account_ratio,global_ratio,taker_ratio,oi_change_pct,funding_pct,shadow_action
2026-08-29T11:09:31.290431+00:00,DASHUSDT,CORE,RISK_OFF,32.76,5.9943,99.0000,Y,N,0.4599,CONFIRM,6,3.5961,1.5202,1.0288,1.3301,0.2746,0.01000,WOULD_SUPPORT_NEAR_READY
2026-08-29T11:14:22.084748+00:00,XPLUSDT,CORE,RISK_OFF,37.93,7.8463,99.0000,N,N,0.5808,CONFIRM,6,4.4443,1.0734,0.7343,3.4649,2.2180,0.00384,WOULD_SUPPORT_NEAR_READY
2026-08-29T11:20:01.644731+00:00,NEARUSDT,CORE,RISK_OFF,82.76,7.1044,99.0000,N,N,0.5565,CONFIRM,6,2.3480,1.6976,1.3026,2.6505,0.2456,0.00034,WOULD_SUPPORT_NEAR_READY
2026-08-29T11:20:03.736326+00:00,PENGUUSDT,CORE,RISK_OFF,82.76,7.0445,99.0000,N,N,0.5301,CONFIRM,6,3.0276,1.4438,1.1988,2.9721,0.3338,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-29T11:24:37.635704+00:00,NEARUSDT,CORE,WEAK,55.17,6.6196,99.0000,N,N,0.2159,SUPPORT,6,2.3471,1.6998,1.3026,0.6899,0.0429,-0.00033,OBSERVE
2026-08-29T11:29:21.287171+00:00,GRAMUSDT,CORE,WEAK,55.17,6.8720,99.0000,N,N,0.4146,CONFIRM,6,3.0599,1.3730,0.9124,1.2302,-0.0190,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-29T11:34:19.260320+00:00,FETUSDT,CORE,RISK_OFF,60.34,6.5314,99.0000,N,N,0.2984,SUPPORT,6,1.7965,1.9291,1.3068,0.9702,0.2134,-0.01715,OBSERVE
2026-08-29T11:39:21.891053+00:00,DASHUSDT,CORE,RISK_OFF,53.45,6.5147,99.0000,N,N,0.5462,CONFIRM,6,3.5824,1.5297,1.0358,2.6510,0.1907,0.01000,WOULD_SUPPORT_NEAR_READY
2026-08-29T11:44:28.206812+00:00,ONGUSDT,TREND,RISK_OFF,43.10,7.6544,99.3500,N,N,0.2898,SUPPORT,6,1.1432,1.4722,1.3929,1.0540,0.4151,-0.11852,OBSERVE
2026-08-29T11:54:29.017039+00:00,ZROUSDT,CORE,RISK_OFF,31.58,6.5066,99.0000,N,N,0.5163,CONFIRM,6,4.3299,1.2002,0.8508,2.3295,0.4117,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-29T11:59:33.597425+00:00,ZROUSDT,CORE,RISK_OFF,36.21,6.9706,99.0000,N,N,0.5059,CONFIRM,6,4.3453,1.1983,0.8495,4.6145,-0.5168,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-29T11:59:35.212935+00:00,NEARUSDT,CORE,RISK_OFF,36.21,6.9549,99.0000,N,N,0.5512,CONFIRM,6,2.3229,1.6911,1.2962,4.9110,0.1407,-0.00403,WOULD_SUPPORT_NEAR_READY
2026-08-29T12:04:30.852347+00:00,ENSOUSDT,TREND,RISK_OFF,36.21,7.4240,99.3500,N,N,0.2797,SUPPORT,6,2.0433,1.1626,0.8772,1.0420,0.5778,0.00500,OBSERVE
2026-08-29T12:09:39.193495+00:00,ZROUSDT,CORE,RISK_OFF,39.66,7.8057,99.0000,N,N,0.5143,CONFIRM,6,4.3769,1.1701,0.8292,3.3751,0.4769,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-29T12:14:25.517301+00:00,HEMIUSDT,TREND,RISK_OFF,31.58,7.3981,99.3500,N,N,0.1435,SUPPORT,6,2.4179,0.9231,0.8720,0.8053,0.1771,0.00500,OBSERVE
2026-08-29T12:14:27.116277+00:00,GRAMUSDT,CORE,RISK_OFF,31.58,6.9130,99.0000,N,N,0.5281,CONFIRM,6,3.0541,1.3804,0.9161,15.7435,0.1174,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-29T12:19:55.250902+00:00,HEMIUSDT,TREND,RISK_OFF,66.67,7.4494,99.3500,N,N,0.3967,CONFIRM,6,2.4277,0.9124,0.8646,1.5179,0.4879,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-29T12:20:02.336873+00:00,NEARUSDT,CORE,RISK_OFF,66.67,7.4442,99.0000,N,N,0.5123,CONFIRM,6,2.3212,1.6954,1.2989,1.6312,0.2610,-0.00417,WOULD_SUPPORT_NEAR_READY
2026-08-29T12:20:03.945326+00:00,SOLUSDT,CORE,RISK_OFF,66.67,6.9416,99.0000,N,N,0.5703,CONFIRM,6,2.1542,2.0057,1.8736,3.9402,0.2777,-0.00086,WOULD_SUPPORT_NEAR_READY
2026-08-29T12:20:05.551077+00:00,PENGUUSDT,CORE,RISK_OFF,66.67,6.7940,99.0000,N,N,0.2894,SUPPORT,6,3.0563,1.4396,1.1882,0.6444,0.2704,0.00500,OBSERVE
2026-08-29T12:24:51.489386+00:00,FETUSDT,CORE,WEAK,71.93,6.5866,99.0000,N,N,0.5416,CONFIRM,6,1.7899,1.9104,1.2967,3.7940,0.1712,-0.00981,WOULD_SUPPORT_NEAR_READY
2026-08-29T12:44:50.047334+00:00,TSTUSDT,CORE,RISK_OFF,58.62,7.4306,99.0000,Y,N,0.3534,CONFIRM,6,1.7070,1.9727,1.5523,0.9561,-0.0823,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-29T12:44:51.646739+00:00,ONGUSDT,TREND,RISK_OFF,58.62,7.9310,99.3500,N,N,0.3315,SUPPORT,6,1.1489,1.4685,1.4044,1.1901,0.6011,-0.16028,OBSERVE
2026-08-29T12:44:53.245302+00:00,BANKUSDT,CORE,RISK_OFF,58.62,6.9915,99.0000,N,N,0.5097,CONFIRM,6,1.9166,1.9403,1.3535,1.0884,1.4438,-0.00761,WOULD_SUPPORT_NEAR_READY
2026-08-29T12:49:14.078554+00:00,DEXEUSDT,CORE,RISK_OFF,41.38,7.7638,99.0000,N,N,0.5352,CONFIRM,6,1.7846,2.0581,1.5426,1.5861,0.9218,0.00263,WOULD_SUPPORT_NEAR_READY
2026-08-29T12:49:15.694144+00:00,UNIUSDT,CORE,RISK_OFF,41.38,7.3685,99.0000,N,N,0.1644,SUPPORT,6,2.7570,1.7278,1.5497,0.5328,0.2647,0.00845,OBSERVE
2026-08-29T12:54:51.209966+00:00,BANKUSDT,CORE,RISK_OFF,41.38,6.6000,99.0000,N,N,0.4001,CONFIRM,6,1.9076,1.9369,1.3535,0.9485,0.8059,-0.00733,WOULD_SUPPORT_NEAR_READY
2026-08-29T12:59:41.160552+00:00,HEMIUSDT,CORE,RISK_OFF,48.28,6.7038,99.0000,N,N,0.4183,CONFIRM,6,2.4245,0.9109,0.8664,1.7247,0.3741,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-29T12:59:42.770345+00:00,TSTUSDT,CORE,RISK_OFF,48.28,6.6000,99.0000,N,N,0.2557,SUPPORT,6,1.7071,1.9674,1.5272,0.9042,0.2417,0.00500,OBSERVE
2026-08-29T13:04:18.698455+00:00,TSTUSDT,CORE,WEAK,44.83,7.9213,99.0000,N,N,0.5008,CONFIRM,6,1.7011,1.9369,1.5170,1.5849,0.8825,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-29T13:14:53.183232+00:00,NILUSDT,CORE,RISK_OFF,36.21,7.5994,99.0000,N,N,0.3269,SUPPORT,6,1.2039,0.9616,0.8096,1.4054,2.3481,-0.02107,OBSERVE
2026-08-29T13:14:55.234498+00:00,BMTUSDT,CORE,RISK_OFF,36.21,7.1056,99.0000,N,N,0.2449,SUPPORT,6,1.3997,1.0000,0.8126,1.7160,0.7861,0.00196,OBSERVE
2026-08-29T13:19:33.606458+00:00,BMTUSDT,CORE,RISK_OFF,36.21,7.3731,99.0000,N,N,0.2511,SUPPORT,6,1.4015,1.0036,0.8202,1.2902,1.8627,0.00203,OBSERVE
2026-08-29T13:19:35.296708+00:00,NEARUSDT,CORE,RISK_OFF,36.21,6.8819,99.0000,N,N,0.5326,CONFIRM,6,2.3110,1.7056,1.3020,3.4336,0.1368,-0.00700,WOULD_SUPPORT_NEAR_READY
2026-08-29T13:24:36.932008+00:00,DASHUSDT,CORE,WEAK,46.55,7.3827,99.0000,N,N,0.3541,CONFIRM,6,3.4648,1.5394,1.0288,1.1405,0.6686,0.01000,WOULD_SUPPORT_NEAR_READY
2026-08-29T13:24:38.724375+00:00,NILUSDT,CORE,WEAK,46.55,7.1831,99.0000,N,N,0.1638,SUPPORT,6,1.1410,0.9716,0.8443,1.0548,3.2413,-0.02803,OBSERVE
2026-08-29T13:24:45.817409+00:00,FETUSDT,CORE,WEAK,46.55,6.9737,99.0000,N,N,0.5052,CONFIRM,6,1.8084,1.9146,1.2941,1.6646,0.1162,-0.00754,WOULD_SUPPORT_NEAR_READY
2026-08-29T13:24:47.510000+00:00,ZECUSDT,TREND,WEAK,46.55,6.6133,99.3500,N,N,-0.1525,CAUTION,6,0.9425,0.5588,0.5944,1.0463,0.0590,0.01000,OBSERVE
2026-08-29T13:30:16.694742+00:00,ZECUSDT,TREND,WEAK,67.24,7.5159,99.3500,N,N,-0.2001,CAUTION,6,0.9413,0.5588,0.5941,0.8548,-0.1088,0.01000,OBSERVE
2026-08-29T13:30:18.309324+00:00,XPLUSDT,CORE,WEAK,67.24,7.4651,99.0000,N,N,0.4006,CONFIRM,6,4.4274,1.0842,0.7434,1.4203,-0.1809,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-29T13:30:19.957882+00:00,BMTUSDT,CORE,WEAK,67.24,7.1804,99.0000,N,N,0.3114,SUPPORT,6,1.3968,0.9996,0.8188,1.5429,0.7449,0.00166,OBSERVE
2026-08-29T13:30:21.548617+00:00,TAOUSDT,CORE,WEAK,67.24,7.0836,99.0000,N,N,0.2113,SUPPORT,6,3.7994,2.2765,1.8369,0.6212,0.1158,0.00500,OBSERVE
2026-08-29T13:30:23.649881+00:00,AAVEUSDT,CORE,WEAK,67.24,7.0705,99.0000,N,N,0.5128,CONFIRM,6,2.0628,1.4740,1.3041,2.2641,0.0380,0.00873,WOULD_SUPPORT_NEAR_READY
2026-08-29T13:30:25.564236+00:00,AVAXUSDT,CORE,WEAK,67.24,6.9779,99.0000,N,N,0.5542,CONFIRM,6,2.6840,2.6603,2.0157,3.6024,0.1531,-0.00055,WOULD_SUPPORT_NEAR_READY
2026-08-29T13:30:27.202098+00:00,HBARUSDT,CORE,WEAK,67.24,6.9151,99.0000,N,N,0.5259,CONFIRM,6,2.8719,1.4438,1.0052,2.1593,0.0341,0.01000,WOULD_SUPPORT_NEAR_READY
2026-08-29T13:34:34.273385+00:00,DASHUSDT,CORE,WEAK,58.62,7.5954,99.0000,N,N,0.5784,CONFIRM,6,3.4662,1.5432,1.0300,2.0099,0.6831,0.01000,WOULD_SUPPORT_NEAR_READY
2026-08-29T13:34:35.972395+00:00,FETUSDT,CORE,WEAK,58.62,6.5791,99.0000,N,N,0.1416,SUPPORT,6,1.8161,1.9053,1.2910,0.4423,0.0637,-0.00747,OBSERVE
2026-08-29T13:39:44.649269+00:00,DEXEUSDT,CORE,WEAK,58.62,7.5030,99.0000,N,N,0.6346,CONFIRM,6,1.7905,2.0912,1.5628,1.8982,1.8381,0.00055,WOULD_SUPPORT_NEAR_READY
2026-08-29T13:39:46.382322+00:00,PENGUUSDT,CORE,WEAK,58.62,7.0483,99.0000,N,N,0.1287,SUPPORT,6,3.1098,1.4313,1.1734,0.3830,0.2566,0.00500,OBSERVE
2026-08-29T13:44:16.874627+00:00,DEXEUSDT,TREND,RISK_OFF,58.62,7.2000,99.3500,N,N,0.2894,SUPPORT,6,1.7842,2.1008,1.5813,1.0225,-0.3559,-0.00102,OBSERVE
2026-08-29T13:55:39.787310+00:00,ZROUSDT,CORE,PROBE,77.59,7.5596,7.7000,N,N,0.3653,CONFIRM,6,4.3126,1.1697,0.8305,1.4980,0.7143,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-29T13:55:41.525500+00:00,TURBOUSDT,CORE,PROBE,77.59,7.2574,7.7000,N,N,0.4699,CONFIRM,6,1.4534,1.8466,1.4900,2.8845,0.4566,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-29T13:55:43.393679+00:00,ONDOUSDT,CORE,PROBE,77.59,6.9974,7.7000,N,N,0.1706,SUPPORT,6,2.1754,1.8450,1.3294,0.5028,0.1521,-0.00154,OBSERVE
2026-08-29T13:55:45.120314+00:00,HBARUSDT,CORE,PROBE,77.59,6.9394,7.7000,N,N,0.5292,CONFIRM,6,2.8515,1.4396,1.0012,5.8783,0.1193,0.01000,WOULD_SUPPORT_NEAR_READY
2026-08-29T13:55:47.348321+00:00,AVAXUSDT,CORE,PROBE,77.59,6.8828,7.7000,N,N,0.3028,SUPPORT,6,2.6868,2.6603,2.0166,0.9798,0.1148,-0.00066,OBSERVE
2026-08-29T13:55:49.181019+00:00,DEXEUSDT,CORE,PROBE,77.59,6.8426,7.7000,N,N,0.5873,CONFIRM,6,1.7862,2.1279,1.6035,2.1222,1.0038,-0.00269,WOULD_SUPPORT_NEAR_READY
2026-08-29T13:55:51.094173+00:00,GIGGLEUSDT,CORE,PROBE,77.59,6.5456,7.7000,N,N,0.3717,CONFIRM,6,4.1422,1.1777,0.7889,1.0814,0.1535,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-29T14:00:27.919338+00:00,WLFIUSDT,CORE,PROBE,77.59,7.4400,7.7000,N,N,-0.0353,NEUTRAL,6,1.3263,1.0467,0.7921,0.5999,-0.0052,0.00500,OBSERVE
2026-08-29T14:00:29.658256+00:00,AVAXUSDT,CORE,PROBE,77.59,7.3341,7.7000,N,N,0.3036,SUPPORT,6,2.6861,2.6603,2.0221,0.9798,0.1327,-0.00037,OBSERVE
2026-08-29T14:00:31.407078+00:00,TURBOUSDT,CORE,PROBE,77.59,7.2574,7.7000,N,N,0.4697,CONFIRM,6,1.4528,1.8466,1.5006,3.4400,0.4566,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-29T14:00:33.157379+00:00,PUMPUSDT,CORE,PROBE,77.59,6.9150,7.7000,N,N,0.1013,SUPPORT,6,1.5136,1.2153,1.1711,0.8713,0.0332,0.00500,OBSERVE
2026-08-29T14:00:34.887475+00:00,SOLUSDT,CORE,PROBE,77.59,6.8131,7.7000,N,N,0.4385,CONFIRM,6,2.1692,2.0276,1.9036,1.8177,0.0923,-0.00080,WOULD_SUPPORT_NEAR_READY
2026-08-29T14:04:24.985264+00:00,UNIUSDT,CORE,PROBE,76.27,7.4566,7.7000,N,N,0.4391,CONFIRM,6,2.7527,1.7167,1.5497,2.7643,0.1214,0.00764,WOULD_SUPPORT_NEAR_READY
2026-08-29T14:04:26.723379+00:00,ZROUSDT,CORE,PROBE,76.27,7.4461,7.7000,N,N,0.4916,CONFIRM,6,4.3059,1.1598,0.8238,3.1582,0.1104,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-29T14:04:28.467333+00:00,WLFIUSDT,CORE,PROBE,76.27,7.4400,7.7000,N,N,0.2333,SUPPORT,6,1.3257,1.0396,0.7899,1.2691,0.1851,0.00500,OBSERVE
2026-08-29T14:04:30.207859+00:00,XLMUSDT,CORE,PROBE,76.27,7.3491,7.7000,N,N,0.0303,NEUTRAL,6,1.5220,1.2630,0.9577,0.5326,0.2607,0.00800,OBSERVE
2026-08-29T14:04:31.944082+00:00,XRPUSDT,CORE,PROBE,76.27,7.2923,7.7000,N,N,0.2880,SUPPORT,6,2.2368,2.7764,2.4965,0.9225,0.0832,0.00245,OBSERVE
2026-08-29T14:04:33.675434+00:00,AVAXUSDT,CORE,PROBE,76.27,7.0276,7.7000,N,N,0.4971,CONFIRM,6,2.6907,2.6510,2.0111,1.4926,0.1803,-0.00012,WOULD_SUPPORT_NEAR_READY
2026-08-29T14:04:33.675544+00:00,PEPEUSDT,CORE,PROBE,76.27,6.9924,7.7000,N,N,0.0000,NO_FUTURES_DATA,0,NA,NA,NA,NA,NA,NA,OBSERVE
2026-08-29T14:04:35.915469+00:00,WLDUSDT,CORE,PROBE,76.27,6.8119,7.7000,N,N,0.5488,CONFIRM,6,2.0520,1.6288,1.3196,2.4333,0.0907,-0.02082,WOULD_SUPPORT_NEAR_READY
2026-08-29T14:09:23.401881+00:00,WLFIUSDT,CORE,RISK_OFF,74.14,7.3935,99.0000,N,N,-0.0539,NEUTRAL,6,1.3269,1.0404,0.7908,0.5396,0.0794,0.00500,OBSERVE
2026-08-29T14:09:25.145758+00:00,XPLUSDT,CORE,RISK_OFF,74.14,6.8795,99.0000,N,N,0.4945,CONFIRM,6,4.4526,1.0851,0.7455,2.8722,0.3109,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-29T14:09:26.884890+00:00,PENGUUSDT,CORE,RISK_OFF,74.14,6.7001,99.0000,N,N,0.2369,SUPPORT,6,3.0978,1.4248,1.1720,0.8586,0.1986,0.00500,OBSERVE
2026-08-29T14:09:28.649203+00:00,UNIUSDT,CORE,RISK_OFF,74.14,6.5615,99.0000,N,N,0.3647,CONFIRM,6,2.7538,1.7144,1.5478,1.4159,0.1134,0.00765,WOULD_SUPPORT_NEAR_READY
2026-08-29T14:14:01.515119+00:00,ADAUSDT,CORE,RISK_OFF,83.64,7.2462,99.0000,N,N,0.5502,CONFIRM,6,1.9217,2.2051,1.7964,2.3224,0.1239,0.00515,WOULD_SUPPORT_NEAR_READY
2026-08-29T14:14:03.452816+00:00,UNIUSDT,CORE,RISK_OFF,83.64,7.1350,99.0000,N,N,0.5514,CONFIRM,6,2.7484,1.7071,1.5465,4.3711,0.3715,0.00765,WOULD_SUPPORT_NEAR_READY
2026-08-29T14:14:05.682965+00:00,XRPUSDT,CORE,RISK_OFF,83.64,6.8741,99.0000,N,N,0.5394,CONFIRM,6,2.2359,2.7779,2.5002,1.8636,0.0860,0.00236,WOULD_SUPPORT_NEAR_READY
2026-08-29T14:14:07.409059+00:00,ENAUSDT,CORE,RISK_OFF,83.64,6.6390,99.0000,N,N,0.2699,SUPPORT,6,1.3479,1.6330,1.5740,1.0271,0.4780,0.00408,OBSERVE
2026-08-29T14:23:38.406070+00:00,OPGUSDT,CORE,WEAK,66.07,6.5885,99.0000,N,N,0.3564,CONFIRM,6,1.6950,2.0221,1.5316,0.9311,0.1791,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-29T14:28:46.936157+00:00,MSTRBUSDT,CORE,WEAK,67.86,6.6328,99.0000,N,N,0.0000,NO_FUTURES_DATA,0,NA,NA,NA,NA,NA,NA,OBSERVE
2026-08-29T14:33:49.470992+00:00,TURBOUSDT,CORE,PROBE,81.82,6.5985,7.7000,N,N,0.4378,CONFIRM,6,1.4462,1.8369,1.4839,2.8437,-0.1171,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-29T14:38:58.321489+00:00,PUMPUSDT,CORE,WEAK,71.43,7.4737,99.0000,N,N,0.3359,SUPPORT,6,1.5203,1.2232,1.1758,1.5515,0.6510,0.00500,OBSERVE
2026-08-29T14:39:00.070936+00:00,TURBOUSDT,CORE,WEAK,71.43,6.7621,99.0000,N,N,0.1353,SUPPORT,6,1.4453,1.8514,1.5000,0.7648,0.0017,0.00500,OBSERVE
2026-08-29T14:43:43.587647+00:00,OPGUSDT,CORE,WEAK,64.81,6.5377,99.0000,N,N,0.2550,SUPPORT,6,1.6994,2.0239,1.5221,0.8537,0.4348,0.00500,OBSERVE
2026-08-29T14:48:50.367679+00:00,TRUMPUSDT,CORE,PROBE,77.78,7.9833,7.7000,N,N,0.5186,CONFIRM,6,2.0930,2.3546,2.3591,1.2314,1.0461,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-29T14:48:52.125641+00:00,CHIPUSDT,CORE,PROBE,77.78,7.8241,7.7000,N,N,0.5155,CONFIRM,6,1.7676,1.5491,1.3736,1.7905,1.0786,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-29T14:53:46.202520+00:00,MOVRUSDT,CORE,PROBE,83.64,7.5166,7.7000,N,N,0.1550,SUPPORT,6,1.4569,1.0614,0.8106,1.0066,0.6863,0.00500,OBSERVE
2026-08-29T14:53:47.920958+00:00,OPGUSDT,CORE,PROBE,83.64,7.4517,7.7000,N,N,0.2736,SUPPORT,6,1.7103,2.0230,1.5208,0.9446,0.2863,0.00500,OBSERVE
2026-08-29T14:53:49.650656+00:00,CHIPUSDT,CORE,PROBE,83.64,7.0897,7.7000,N,N,0.2678,SUPPORT,6,1.7650,1.5510,1.3832,1.2188,-0.0342,0.00500,OBSERVE
2026-08-29T15:03:46.683419+00:00,MOVRUSDT,CORE,PROBE,80.00,6.9836,7.7000,N,N,0.3551,CONFIRM,6,1.4529,1.0619,0.8119,1.6209,0.7466,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-29T15:23:44.608042+00:00,ENSOUSDT,TREND,RISK_OFF,34.55,7.0232,99.3500,N,N,0.2632,SUPPORT,6,2.0414,1.2237,0.9157,0.7564,1.3263,0.00500,OBSERVE
2026-08-29T15:29:01.242929+00:00,XPLUSDT,CORE,WEAK,40.74,7.3448,99.0000,N,N,0.4890,CONFIRM,6,4.5159,1.1017,0.7612,3.4895,0.2230,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-29T15:33:40.794622+00:00,OPGUSDT,CORE,RISK_OFF,24.07,6.6445,99.0000,N,N,0.5739,CONFIRM,6,1.7122,2.0257,1.5355,2.8630,0.9644,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-29T15:54:31.403289+00:00,AVAXUSDT,CORE,RISK_OFF,64.81,7.1429,99.0000,N,N,0.5602,CONFIRM,6,2.7501,2.7425,2.0713,3.3418,0.1827,0.00584,WOULD_SUPPORT_NEAR_READY
2026-08-29T15:54:32.997324+00:00,DOGEUSDT,CORE,RISK_OFF,64.81,6.8388,99.0000,N,N,0.5657,CONFIRM,6,3.5169,3.2481,2.5676,4.0264,0.2643,0.00628,WOULD_SUPPORT_NEAR_READY
2026-08-29T15:54:34.620717+00:00,WLDUSDT,CORE,RISK_OFF,64.81,6.6314,99.0000,N,N,0.5516,CONFIRM,6,2.0290,1.6371,1.3463,1.8300,0.4172,-0.02284,WOULD_SUPPORT_NEAR_READY
2026-08-29T15:54:36.246938+00:00,SUIUSDT,CORE,RISK_OFF,64.81,6.5360,99.0000,N,N,0.5743,CONFIRM,6,2.3782,2.8760,2.2531,3.2214,0.4470,0.00241,WOULD_SUPPORT_NEAR_READY
2026-08-29T15:58:56.489244+00:00,PROMUSDT,CORE,RISK_OFF,53.70,7.8857,99.0000,N,N,0.1522,SUPPORT,6,1.0629,0.7455,0.8622,1.4536,1.0212,0.00500,OBSERVE
2026-08-29T15:58:58.117279+00:00,XPLUSDT,CORE,RISK_OFF,53.70,7.4812,99.0000,N,N,0.3530,CONFIRM,6,4.5619,1.1204,0.7690,1.2465,0.4463,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-29T16:03:57.928368+00:00,FETUSDT,CORE,RISK_OFF,55.56,7.1677,99.0000,N,N,0.4339,CONFIRM,6,1.8174,1.9308,1.3084,1.0585,0.1573,-0.03543,WOULD_SUPPORT_NEAR_READY
2026-08-29T16:03:59.528493+00:00,PROMUSDT,CORE,RISK_OFF,55.56,7.1314,99.0000,N,N,0.0974,NEUTRAL,6,1.0648,0.7413,0.8577,1.4736,0.7543,0.00500,OBSERVE
2026-08-29T16:09:47.849534+00:00,DASHUSDT,TREND,RISK_OFF,60.38,7.9274,99.3500,N,N,0.6145,CONFIRM,6,3.1423,1.4963,1.0738,1.8100,1.8773,0.01000,WOULD_SUPPORT_NEAR_READY
2026-08-29T16:09:49.473107+00:00,HEMIUSDT,CORE,RISK_OFF,60.38,6.7078,99.0000,N,N,0.3380,SUPPORT,6,2.4925,0.9616,0.8889,1.0495,0.7540,0.01706,OBSERVE
2026-08-29T16:09:51.079827+00:00,ICPUSDT,CORE,RISK_OFF,60.38,6.5443,99.0000,N,N,0.3007,SUPPORT,6,6.7319,2.1143,1.5491,0.9013,0.0438,0.01000,OBSERVE
2026-08-29T16:14:08.962732+00:00,DASHUSDT,TREND,RISK_OFF,66.67,7.9700,99.3500,N,N,0.3657,CONFIRM,6,3.1278,1.5126,1.1053,1.2250,0.6978,0.01000,WOULD_SUPPORT_NEAR_READY
2026-08-29T16:14:10.574911+00:00,UNIUSDT,TREND,RISK_OFF,66.67,7.4656,99.3500,N,N,0.5816,CONFIRM,6,2.8039,1.6918,1.5536,2.5172,0.9037,0.01000,WOULD_SUPPORT_NEAR_READY
2026-08-29T16:14:12.171215+00:00,PUMPUSDT,TREND,RISK_OFF,66.67,7.0235,99.3500,N,N,0.4120,CONFIRM,6,1.5022,1.2302,1.2080,2.4751,0.6371,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-29T16:19:28.183451+00:00,ENAUSDT,CORE,PROBE,72.55,7.5880,7.7000,N,N,0.2746,SUPPORT,6,1.3378,1.6144,1.5661,1.5318,0.9141,0.00145,OBSERVE
2026-08-29T16:19:29.813220+00:00,DOGEUSDT,CORE,PROBE,72.55,6.6707,7.7000,N,N,0.3063,SUPPORT,6,3.5178,3.2535,2.5753,1.0264,0.0115,0.00539,OBSERVE
2026-08-29T16:19:31.401772+00:00,SUIUSDT,CORE,PROBE,72.55,6.5705,7.7000,N,N,0.5180,CONFIRM,6,2.3717,2.8835,2.2648,1.6363,0.1650,0.00102,WOULD_SUPPORT_NEAR_READY
2026-08-29T16:19:33.024719+00:00,XLMUSDT,CORE,PROBE,72.55,6.5627,7.7000,N,N,0.3140,SUPPORT,6,1.4978,1.3425,0.9996,1.2513,0.0723,0.00790,OBSERVE
2026-08-29T16:23:53.200265+00:00,BTCUSDT,CORE,WEAK,48.08,7.0752,99.0000,N,N,0.4963,CONFIRM,6,2.0930,1.2462,1.2065,2.2292,0.3192,0.01000,WOULD_SUPPORT_NEAR_READY
2026-08-29T16:23:54.832995+00:00,BNBUSDT,CORE,WEAK,48.08,6.8733,99.0000,N,N,0.3090,SUPPORT,6,1.6417,2.4118,2.4554,1.3637,0.1494,0.00000,OBSERVE
2026-08-29T16:28:51.028769+00:00,UNIUSDT,TREND,WEAK,35.29,6.6996,99.3500,N,N,0.1357,SUPPORT,6,2.7846,1.7241,1.5920,0.4906,0.0536,0.01000,OBSERVE
2026-08-29T16:39:04.414423+00:00,COTIUSDT,CORE,RISK_OFF,49.02,7.9881,99.0000,N,N,0.2682,SUPPORT,6,1.4183,1.1277,0.8225,0.8858,1.4309,-0.09061,OBSERVE
2026-08-29T16:43:59.858056+00:00,DEXEUSDT,CORE,RISK_OFF,54.90,6.6000,99.0000,N,N,0.2883,SUPPORT,6,1.7941,2.1027,1.6316,0.9256,0.4391,0.00500,OBSERVE
2026-08-29T16:49:07.064398+00:00,SUIUSDT,CORE,WEAK,49.02,6.5464,99.0000,N,N,0.4837,CONFIRM,6,2.3491,2.8926,2.2755,1.4433,0.0863,-0.00016,WOULD_SUPPORT_NEAR_READY
2026-08-29T16:54:10.873463+00:00,TURBOUSDT,CORE,WEAK,64.71,6.7780,99.0000,N,N,0.1972,SUPPORT,6,1.4470,1.7778,1.5006,1.0169,0.1741,0.00500,OBSERVE
2026-08-29T16:54:12.462434+00:00,XLMUSDT,CORE,WEAK,64.71,6.6810,99.0000,N,N,0.3869,CONFIRM,6,1.5007,1.3213,0.9853,2.5808,0.2717,0.00760,WOULD_SUPPORT_NEAR_READY
2026-08-29T17:23:58.166377+00:00,BCHUSDT,CORE,WEAK,30.00,7.2983,99.0000,N,N,0.5154,CONFIRM,6,1.7088,1.8843,1.4096,2.4603,0.1796,0.00691,WOULD_SUPPORT_NEAR_READY
