time_utc,symbol,source,regime,breadth_pct,technical_score,required_score,entry_ready,technical_pass,expert_score,expert_verdict,coverage,top_position_ratio,top_account_ratio,global_ratio,taker_ratio,oi_change_pct,funding_pct,shadow_action
2026-08-28T11:10:13.655251+00:00,PEPEUSDT,CORE,PROBE,90.00,7.2416,7.7000,N,N,0.0000,NO_FUTURES_DATA,0,NA,NA,NA,NA,NA,NA,OBSERVE
2026-08-28T11:10:15.246353+00:00,BCHUSDT,CORE,PROBE,90.00,7.2296,7.7000,N,N,0.4696,CONFIRM,6,1.8696,1.8885,1.5006,3.8917,0.2987,0.01000,WOULD_SUPPORT_NEAR_READY
2026-08-28T11:59:18.053807+00:00,GRAMUSDT,CORE,RISK_OFF,53.33,7.3761,99.0000,N,N,0.3463,SUPPORT,6,3.3136,1.4225,0.9759,1.1573,0.2260,0.00500,OBSERVE
2026-08-28T11:59:19.669170+00:00,XPLUSDT,CORE,RISK_OFF,53.33,7.0283,99.0000,N,N,0.3322,SUPPORT,6,5.0034,1.1872,0.8162,1.4741,0.0617,0.00500,OBSERVE
2026-08-28T11:59:21.686984+00:00,TRUMPUSDT,CORE,RISK_OFF,53.33,6.7689,99.0000,N,N,0.5008,CONFIRM,6,2.2469,2.8402,2.7230,1.5388,0.6172,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-28T12:04:34.422395+00:00,XPLUSDT,CORE,RISK_OFF,43.33,7.4396,99.0000,N,N,0.4968,CONFIRM,6,4.9945,1.1810,0.8132,1.8190,0.4536,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-28T12:09:21.277862+00:00,MOVRUSDT,TREND,RISK_OFF,35.00,7.4978,99.3500,N,N,0.3112,SUPPORT,6,1.4450,1.4814,1.2183,1.5356,0.4634,0.00500,OBSERVE
2026-08-28T12:09:22.885253+00:00,INJUSDT,CORE,RISK_OFF,35.00,7.0880,99.0000,N,N,0.3997,CONFIRM,6,3.5199,1.3261,1.0627,2.1914,0.0675,0.00151,WOULD_SUPPORT_NEAR_READY
2026-08-28T12:09:24.573421+00:00,ZECUSDT,TREND,RISK_OFF,35.00,6.6672,99.3500,N,N,-0.0176,NEUTRAL,6,1.0303,0.5385,0.5865,1.0553,0.2379,0.00819,OBSERVE
2026-08-28T12:14:27.092831+00:00,WIFUSDT,CORE,RISK_OFF,61.67,7.4543,99.0000,N,N,0.3068,SUPPORT,6,1.9095,1.9860,1.7503,0.9635,0.3953,0.00500,OBSERVE
2026-08-28T12:14:28.748385+00:00,BEAMXUSDT,CORE,RISK_OFF,61.67,7.2548,99.0000,N,N,0.1510,SUPPORT,6,0.8284,1.0903,0.9223,1.7319,0.3530,0.00500,OBSERVE
2026-08-28T12:19:10.931464+00:00,BEAMXUSDT,CORE,RISK_OFF,31.67,7.4230,99.0000,N,N,0.1849,SUPPORT,6,0.8310,1.0764,0.9146,2.7262,0.4793,0.00500,OBSERVE
2026-08-28T12:19:12.522057+00:00,CHIPUSDT,CORE,RISK_OFF,31.67,7.2500,99.0000,N,N,0.2716,SUPPORT,6,2.1726,1.2442,1.0947,1.1662,0.1621,-0.00164,OBSERVE
2026-08-28T12:19:14.543732+00:00,WIFUSDT,CORE,RISK_OFF,31.67,7.1880,99.0000,N,N,0.4148,CONFIRM,6,1.9126,1.9833,1.7457,1.0795,0.0901,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-28T12:19:16.565998+00:00,MANTRAUSDT,CORE,RISK_OFF,31.67,7.1361,99.0000,N,N,0.4372,CONFIRM,6,1.4366,1.4010,1.2277,1.1155,2.3748,-0.47278,WOULD_SUPPORT_NEAR_READY
2026-08-28T12:19:18.146139+00:00,ZECUSDT,TREND,RISK_OFF,31.67,6.5369,99.3500,N,N,-0.2589,CAUTION,6,1.0287,0.5342,0.5845,0.5781,-0.2432,0.00791,OBSERVE
2026-08-28T12:24:29.543257+00:00,INJUSDT,CORE,RISK_OFF,41.67,7.6414,99.0000,N,N,0.4493,CONFIRM,6,3.5249,1.3191,1.0619,1.4345,0.3876,0.00204,WOULD_SUPPORT_NEAR_READY
2026-08-28T12:24:31.190876+00:00,ZECUSDT,TREND,RISK_OFF,41.67,7.3193,99.3500,N,N,0.0156,NEUTRAL,6,1.0291,0.5335,0.5845,1.2415,0.2566,0.00765,OBSERVE
2026-08-28T12:24:32.788527+00:00,BEAMXUSDT,CORE,RISK_OFF,41.67,7.2458,99.0000,N,N,0.0904,NEUTRAL,6,0.8280,1.0657,0.9109,2.6020,0.1582,0.00500,OBSERVE
2026-08-28T12:24:34.384878+00:00,MANTRAUSDT,CORE,RISK_OFF,41.67,7.1631,99.0000,N,N,0.2817,SUPPORT,6,1.4357,1.3912,1.2099,1.0067,0.6065,-0.49488,OBSERVE
2026-08-28T12:29:09.275484+00:00,INJUSDT,CORE,RISK_OFF,48.33,7.7348,99.0000,N,N,0.1837,SUPPORT,6,3.5368,1.3245,1.0597,0.7065,0.0761,0.00154,OBSERVE
2026-08-28T12:29:09.275575+00:00,SNXXBUSDT,CORE,RISK_OFF,48.33,7.1973,99.0000,N,N,0.0000,NO_FUTURES_DATA,0,NA,NA,NA,NA,NA,NA,OBSERVE
2026-08-28T12:34:14.770883+00:00,WIFUSDT,CORE,RISK_OFF,41.67,7.6474,99.0000,N,N,0.4202,CONFIRM,6,1.9162,1.9824,1.7495,1.4127,0.8556,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-28T12:34:16.374992+00:00,JTOUSDT,CORE,RISK_OFF,41.67,7.0275,99.0000,N,N,0.4312,CONFIRM,6,2.0065,1.0820,0.7337,1.5447,0.1191,-0.00466,WOULD_SUPPORT_NEAR_READY
2026-08-28T12:38:57.029053+00:00,HEMIUSDT,CORE,RISK_OFF,20.00,7.3590,99.0000,N,N,0.2937,SUPPORT,6,2.1369,0.8549,0.7819,1.2221,1.5518,0.00500,OBSERVE
2026-08-28T12:44:07.221382+00:00,SNXXBUSDT,CORE,RISK_OFF,23.33,7.2035,99.0000,N,N,0.0000,NO_FUTURES_DATA,0,NA,NA,NA,NA,NA,NA,OBSERVE
2026-08-28T12:54:06.977451+00:00,TAOUSDT,CORE,RISK_OFF,30.00,7.0769,99.0000,N,N,0.5632,CONFIRM,6,3.8101,2.4141,1.9525,2.1771,0.8959,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-28T12:59:02.868879+00:00,GRAMUSDT,CORE,RISK_OFF,36.67,6.9511,99.0000,N,N,0.4622,CONFIRM,6,3.3032,1.4325,0.9845,1.3835,0.2567,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-28T12:59:02.868968+00:00,SOXLBUSDT,CORE,RISK_OFF,36.67,6.7583,99.0000,N,N,0.0000,NO_FUTURES_DATA,0,NA,NA,NA,NA,NA,NA,OBSERVE
2026-08-28T13:04:10.182289+00:00,XRPUSDT,CORE,WEAK,35.00,7.1196,99.0000,N,N,0.4317,CONFIRM,6,2.1718,2.7736,2.4294,1.7640,0.1833,-0.00046,WOULD_SUPPORT_NEAR_READY
2026-08-28T13:09:21.953785+00:00,SOXLBUSDT,CORE,WEAK,70.00,7.2638,99.0000,N,N,0.0000,NO_FUTURES_DATA,0,NA,NA,NA,NA,NA,NA,OBSERVE
2026-08-28T13:09:23.553498+00:00,FETUSDT,CORE,WEAK,70.00,7.1406,99.0000,N,N,0.5575,CONFIRM,6,1.7861,2.3467,1.6575,3.0830,0.5431,0.00598,WOULD_SUPPORT_NEAR_READY
2026-08-28T13:09:25.180751+00:00,XLMUSDT,CORE,WEAK,70.00,6.9914,99.0000,N,N,0.3857,CONFIRM,6,1.4643,1.3132,1.0117,2.3908,0.2640,0.01000,WOULD_SUPPORT_NEAR_READY
2026-08-28T13:09:26.797618+00:00,LTCUSDT,CORE,WEAK,70.00,6.8375,99.0000,N,N,0.4980,CONFIRM,6,3.0147,2.8986,2.1397,1.5186,0.1217,0.01000,WOULD_SUPPORT_NEAR_READY
2026-08-28T13:39:02.502416+00:00,CHIPUSDT,CORE,RISK_OFF,11.67,7.0140,99.0000,N,N,0.5189,CONFIRM,6,2.1067,1.2614,1.1533,1.4840,1.7526,-0.00172,WOULD_SUPPORT_NEAR_READY
2026-08-28T13:39:04.120300+00:00,VETUSDT,CORE,RISK_OFF,11.67,6.5027,99.0000,N,N,0.3936,CONFIRM,6,1.4341,1.3872,1.2952,2.2786,0.7002,0.01000,WOULD_SUPPORT_NEAR_READY
2026-08-28T13:43:52.431914+00:00,MUBUSDT,CORE,RISK_OFF,25.00,7.6871,99.0000,N,N,0.0000,NO_FUTURES_DATA,0,NA,NA,NA,NA,NA,NA,OBSERVE
2026-08-28T13:43:54.048726+00:00,CHIPUSDT,CORE,RISK_OFF,25.00,7.4148,99.0000,N,N,0.3538,CONFIRM,6,2.0623,1.2178,1.1115,1.3652,1.1407,-0.00218,WOULD_SUPPORT_NEAR_READY
2026-08-28T13:48:55.477459+00:00,BICOUSDT,CORE,RISK_OFF,16.67,7.8432,99.0000,N,N,0.3970,CONFIRM,6,1.4174,1.0342,0.7737,1.3072,0.8383,-0.19566,WOULD_SUPPORT_NEAR_READY
2026-08-28T13:53:59.129702+00:00,MUBUSDT,CORE,RISK_OFF,20.00,7.5821,99.0000,N,N,0.0000,NO_FUTURES_DATA,0,NA,NA,NA,NA,NA,NA,OBSERVE
2026-08-28T13:53:59.129773+00:00,SNDKBUSDT,CORE,RISK_OFF,20.00,7.4826,99.0000,N,N,0.0000,NO_FUTURES_DATA,0,NA,NA,NA,NA,NA,NA,OBSERVE
2026-08-28T13:53:59.129797+00:00,SNXXBUSDT,CORE,RISK_OFF,20.00,7.4585,99.0000,N,N,0.0000,NO_FUTURES_DATA,0,NA,NA,NA,NA,NA,NA,OBSERVE
2026-08-28T13:58:59.110844+00:00,PEPEUSDT,CORE,RISK_OFF,76.67,7.2494,99.0000,N,N,0.0000,NO_FUTURES_DATA,0,NA,NA,NA,NA,NA,NA,OBSERVE
2026-08-28T13:59:00.712263+00:00,ETHUSDT,CORE,RISK_OFF,76.67,7.0921,99.0000,N,N,0.4006,CONFIRM,6,1.8494,1.2999,2.2862,1.8797,0.4771,0.00953,WOULD_SUPPORT_NEAR_READY
2026-08-28T13:59:02.312774+00:00,VETUSDT,CORE,RISK_OFF,76.67,6.7077,99.0000,N,N,0.0336,NEUTRAL,6,1.4422,1.3975,1.3105,0.5797,0.2915,0.01000,OBSERVE
2026-08-28T13:59:03.969312+00:00,TAOUSDT,CORE,RISK_OFF,76.67,6.5158,99.0000,N,N,0.4999,CONFIRM,6,4.0374,2.3944,1.9369,1.3659,0.5221,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-28T14:04:00.029383+00:00,MUBUSDT,CORE,RISK_OFF,75.00,7.9809,99.0000,N,N,0.0000,NO_FUTURES_DATA,0,NA,NA,NA,NA,NA,NA,OBSERVE
2026-08-28T14:04:00.029452+00:00,SNXXBUSDT,CORE,RISK_OFF,75.00,6.9639,99.0000,N,N,0.0000,NO_FUTURES_DATA,0,NA,NA,NA,NA,NA,NA,OBSERVE
2026-08-28T14:08:51.715617+00:00,MUBUSDT,CORE,RISK_OFF,11.67,7.2784,99.0000,N,N,0.0000,NO_FUTURES_DATA,0,NA,NA,NA,NA,NA,NA,OBSERVE
2026-08-28T14:29:01.658470+00:00,JTOUSDT,CORE,RISK_OFF,15.00,6.5431,99.0000,N,N,0.4033,CONFIRM,6,1.9822,1.0619,0.7206,1.4180,0.0881,-0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-28T14:34:14.141153+00:00,HEMIUSDT,CORE,RISK_OFF,20.00,8.0000,99.0000,N,N,0.3750,CONFIRM,6,2.0632,0.7918,0.7690,1.2077,2.5388,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-28T14:34:16.194292+00:00,SUIUSDT,CORE,RISK_OFF,20.00,7.1466,99.0000,N,N,0.5444,CONFIRM,6,2.5130,2.9124,2.2573,2.8612,-0.0184,0.00140,WOULD_SUPPORT_NEAR_READY
2026-08-28T14:34:17.830297+00:00,JTOUSDT,CORE,RISK_OFF,20.00,6.5863,99.0000,N,N,0.2978,SUPPORT,6,1.9800,1.0653,0.7238,1.2551,0.3578,-0.00457,OBSERVE
2026-08-28T14:39:09.028472+00:00,FILUSDT,CORE,RISK_OFF,80.00,7.4599,99.0000,N,N,0.4310,CONFIRM,6,2.9974,1.7137,1.2671,1.7166,0.2906,-0.00087,WOULD_SUPPORT_NEAR_READY
2026-08-28T14:39:10.653438+00:00,ENAUSDT,TREND,RISK_OFF,80.00,7.4359,99.3500,N,N,0.3039,SUPPORT,6,1.4570,1.7218,1.6455,0.9817,2.2065,0.00478,OBSERVE
2026-08-28T14:39:12.288340+00:00,SUIUSDT,CORE,RISK_OFF,80.00,7.1925,99.0000,N,N,0.5658,CONFIRM,6,2.4604,2.9185,2.2658,3.4852,-1.3088,0.00113,WOULD_SUPPORT_NEAR_READY
2026-08-28T14:39:13.890474+00:00,PENGUUSDT,CORE,RISK_OFF,80.00,6.9623,99.0000,N,N,0.4298,CONFIRM,6,3.1189,1.5069,1.2168,1.2898,1.0228,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-28T14:39:15.530281+00:00,LTCUSDT,CORE,RISK_OFF,80.00,6.6187,99.0000,N,N,0.4076,CONFIRM,6,3.0027,2.9308,2.1417,1.5082,0.3026,0.01000,WOULD_SUPPORT_NEAR_READY
2026-08-28T14:44:38.309923+00:00,PEPEUSDT,CORE,PROBE,85.00,7.9305,7.7000,N,N,0.0000,NO_FUTURES_DATA,0,NA,NA,NA,NA,NA,NA,OBSERVE
2026-08-28T14:44:39.940529+00:00,INJUSDT,CORE,PROBE,85.00,7.7591,7.7000,N,N,0.5287,CONFIRM,6,3.4412,1.3552,1.0764,2.6810,0.4053,0.00316,WOULD_SUPPORT_NEAR_READY
2026-08-28T14:44:41.573743+00:00,SOLUSDT,CORE,PROBE,85.00,7.6500,7.7000,N,N,0.3287,SUPPORT,6,2.2157,1.8385,1.6831,1.1697,-0.0701,-0.00658,OBSERVE
2026-08-28T14:44:43.231880+00:00,LINKUSDT,CORE,PROBE,85.00,7.6500,7.7000,N,N,0.4196,CONFIRM,6,1.9782,1.8645,1.6028,1.5575,0.5597,-0.00366,WOULD_SUPPORT_NEAR_READY
2026-08-28T14:44:44.886094+00:00,TAOUSDT,CORE,PROBE,85.00,7.6500,7.7000,N,N,0.3690,CONFIRM,6,4.1021,2.4530,1.9568,1.1218,0.7771,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-28T14:44:46.540775+00:00,ETHUSDT,CORE,PROBE,85.00,7.6148,7.7000,N,N,0.3229,SUPPORT,6,1.8940,1.3095,2.2960,1.4555,0.7877,0.00855,OBSERVE
2026-08-28T14:44:48.171975+00:00,ZECUSDT,TREND,PROBE,85.00,7.6000,8.0500,N,N,0.0147,NEUTRAL,6,1.0269,0.5149,0.5605,1.3214,1.1405,0.00778,OBSERVE
2026-08-28T14:44:49.809912+00:00,DOGEUSDT,CORE,PROBE,85.00,7.6000,7.7000,N,N,0.3355,SUPPORT,6,3.8312,3.4984,2.6617,1.0752,0.2668,0.00085,OBSERVE
2026-08-28T14:49:19.024988+00:00,PYTHUSDT,CORE,PROBE,90.00,7.6797,7.7000,N,N,0.2864,SUPPORT,6,2.2377,1.3170,0.9470,0.7670,0.6594,0.00469,OBSERVE
2026-08-28T14:49:20.657086+00:00,DOGEUSDT,CORE,PROBE,90.00,7.6000,7.7000,N,N,0.4226,CONFIRM,6,3.8064,3.4504,2.6284,1.1305,0.5673,0.00072,WOULD_SUPPORT_NEAR_READY
2026-08-28T14:49:22.259425+00:00,ZECUSDT,CORE,PROBE,90.00,7.3809,7.7000,N,N,-0.1643,CAUTION,6,1.0231,0.5029,0.5439,0.8779,0.5369,0.00783,OBSERVE
2026-08-28T14:49:23.926081+00:00,ADAUSDT,CORE,PROBE,90.00,7.2110,7.7000,N,N,0.2409,SUPPORT,6,1.8325,2.3300,1.8885,0.8746,0.0058,-0.00755,OBSERVE
2026-08-28T14:49:25.547429+00:00,INJUSDT,CORE,PROBE,90.00,7.1515,7.7000,N,N,0.1771,SUPPORT,6,3.4354,1.3485,1.0743,0.7073,0.0202,0.00332,OBSERVE
2026-08-28T14:49:27.165725+00:00,SOLUSDT,CORE,PROBE,90.00,7.1224,7.7000,N,N,0.2635,SUPPORT,6,2.1859,1.8273,1.6688,0.9143,-0.0581,-0.00695,OBSERVE
2026-08-28T14:49:28.795578+00:00,NEARUSDT,CORE,PROBE,90.00,6.6000,7.7000,N,N,0.4879,CONFIRM,6,2.5862,1.7917,1.4468,1.5653,0.0536,0.00231,WOULD_SUPPORT_NEAR_READY
2026-08-28T14:53:53.925854+00:00,ZECUSDT,TREND,RISK_OFF,71.67,6.9533,99.3500,N,N,-0.2674,CAUTION,6,1.0198,0.4999,0.5420,0.5779,-0.6948,0.00785,OBSERVE
2026-08-28T14:59:15.498090+00:00,WIFUSDT,CORE,RISK_OFF,66.67,6.9910,99.0000,N,N,0.3811,CONFIRM,6,1.8073,2.1095,1.8417,0.8454,0.8028,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-28T14:59:17.122113+00:00,PROMUSDT,TREND,RISK_OFF,66.67,6.9777,99.3500,N,N,0.0005,NEUTRAL,6,1.1194,0.7434,0.8454,1.2338,0.3514,0.00500,OBSERVE
2026-08-28T15:04:20.924321+00:00,ADAUSDT,CORE,PROBE,80.00,6.8766,7.7000,N,N,0.2899,SUPPORT,6,1.8215,2.3212,1.8794,1.0749,0.0253,-0.00907,OBSERVE
2026-08-28T15:09:06.263210+00:00,ENAUSDT,TREND,WEAK,71.67,7.6436,99.3500,N,N,0.2888,SUPPORT,6,1.4087,1.6738,1.6295,1.6668,0.4431,0.00196,OBSERVE
2026-08-28T15:09:07.872775+00:00,PROMUSDT,TREND,WEAK,71.67,6.9354,99.3500,N,N,0.0819,NEUTRAL,6,1.1178,0.7446,0.8498,1.1436,0.3616,0.00500,OBSERVE
2026-08-28T15:24:41.725674+00:00,WLDUSDT,CORE,RISK_OFF,63.33,7.0509,99.0000,N,N,0.6196,CONFIRM,6,2.0860,2.0148,1.6709,2.5017,1.0416,-0.00517,WOULD_SUPPORT_NEAR_READY
2026-08-28T15:29:20.411255+00:00,AAVEUSDT,CORE,RISK_OFF,76.67,6.5776,99.0000,N,N,0.2198,SUPPORT,6,2.1950,1.5681,1.4207,0.6709,0.5401,0.00657,OBSERVE
2026-08-28T16:33:43.759120+00:00,ENSOUSDT,CORE,RISK_OFF,6.67,6.6629,99.0000,N,N,0.2159,SUPPORT,6,1.8923,1.0517,0.7643,0.7646,1.2773,0.00500,OBSERVE
2026-08-28T16:58:39.317147+00:00,BMTUSDT,TREND,RISK_OFF,38.33,6.7205,99.3500,N,N,0.0355,NEUTRAL,6,1.1785,1.0383,0.9260,0.9469,-0.0206,-0.02734,OBSERVE
2026-08-28T18:13:43.462644+00:00,PUMPUSDT,CORE,RISK_OFF,25.00,6.8529,99.0000,N,N,0.3665,CONFIRM,6,1.4137,1.1867,1.1455,2.1443,0.7120,0.00355,WOULD_SUPPORT_NEAR_READY
2026-08-28T18:43:47.529430+00:00,ONGUSDT,CORE,RISK_OFF,6.67,6.6000,99.0000,N,N,0.4212,CONFIRM,6,1.2541,1.2784,1.1093,1.7082,0.4213,-0.15084,WOULD_SUPPORT_NEAR_READY
2026-08-28T18:58:51.043384+00:00,TUTUSDT,CORE,RISK_OFF,36.67,7.1394,99.0000,N,N,0.2676,SUPPORT,6,1.5447,1.1834,0.9448,1.2546,0.2946,-0.06229,OBSERVE
2026-08-28T19:03:49.762639+00:00,TUTUSDT,CORE,WEAK,38.33,7.9945,99.0000,N,N,0.5121,CONFIRM,6,1.5519,1.1872,0.9448,1.8093,1.2767,-0.06146,WOULD_SUPPORT_NEAR_READY
2026-08-28T19:08:55.010069+00:00,TUTUSDT,CORE,WEAK,53.33,7.6000,99.0000,N,N,0.3206,SUPPORT,6,1.5719,1.1844,0.9497,1.6017,-0.1943,-0.06060,OBSERVE
2026-08-28T19:08:56.617985+00:00,HBARUSDT,CORE,WEAK,53.33,7.0235,99.0000,N,N,0.3391,SUPPORT,6,3.4582,1.6130,1.1734,0.9501,0.2947,0.01000,OBSERVE
2026-08-28T19:13:49.610386+00:00,HBARUSDT,CORE,PROBE,81.67,6.8081,7.7000,N,N,0.4132,CONFIRM,6,3.4471,1.6076,1.1744,1.0504,0.3969,0.01000,WOULD_SUPPORT_NEAR_READY
2026-08-28T19:13:51.214710+00:00,EDENUSDT,CORE,PROBE,81.67,6.5265,7.7000,N,N,0.2222,SUPPORT,6,1.3972,1.0890,0.8997,1.2530,0.6839,-0.00735,OBSERVE
2026-08-28T19:18:48.959215+00:00,EDENUSDT,TREND,PROBE,78.33,7.9317,8.0500,N,N,0.2713,SUPPORT,6,1.3840,1.0794,0.8972,1.2212,1.8300,-0.00723,OBSERVE
2026-08-28T19:18:50.564804+00:00,HEIUSDT,CORE,PROBE,78.33,7.1063,7.7000,N,N,0.3752,CONFIRM,6,1.7696,1.1390,0.7578,2.2412,0.4800,0.00163,WOULD_SUPPORT_NEAR_READY
2026-08-28T19:29:06.071571+00:00,BICOUSDT,CORE,WEAK,66.67,7.9601,99.0000,N,N,0.2527,SUPPORT,6,1.4201,0.8889,0.6442,1.2838,0.4034,-0.21910,OBSERVE
2026-08-28T19:34:04.171022+00:00,SPCXBUSDT,CORE,PROBE,78.33,6.8239,7.7000,N,N,0.0000,NO_FUTURES_DATA,0,NA,NA,NA,NA,NA,NA,OBSERVE
2026-08-28T20:03:37.592702+00:00,MUBUSDT,CORE,RISK_OFF,35.00,7.4891,99.0000,N,N,0.0000,NO_FUTURES_DATA,0,NA,NA,NA,NA,NA,NA,OBSERVE
2026-08-28T20:08:43.335409+00:00,EDENUSDT,CORE,WEAK,40.00,7.8937,99.0000,N,N,0.2148,SUPPORT,6,1.3801,1.0934,0.9059,1.4077,0.9552,-0.00113,OBSERVE
2026-08-28T20:13:55.102704+00:00,SNXXBUSDT,CORE,WEAK,43.33,7.3118,99.0000,N,N,0.0000,NO_FUTURES_DATA,0,NA,NA,NA,NA,NA,NA,OBSERVE
2026-08-28T20:13:55.102772+00:00,SNDKBUSDT,CORE,WEAK,43.33,7.2843,99.0000,N,N,0.0000,NO_FUTURES_DATA,0,NA,NA,NA,NA,NA,NA,OBSERVE
2026-08-28T20:19:03.824941+00:00,ZROUSDT,CORE,WEAK,58.33,7.1770,99.0000,N,N,0.0876,NEUTRAL,6,3.6291,1.1791,0.8779,0.3562,0.0217,0.00500,OBSERVE
2026-08-28T20:19:05.434746+00:00,XLMUSDT,CORE,WEAK,58.33,6.6698,99.0000,N,N,0.2531,SUPPORT,6,1.5207,1.3218,0.9900,1.0201,0.0862,0.00078,OBSERVE
2026-08-28T20:29:20.928437+00:00,BICOUSDT,CORE,RISK_OFF,66.67,7.2267,99.0000,N,N,0.3552,CONFIRM,6,1.4054,0.8893,0.6442,1.9282,0.7518,-0.21704,WOULD_SUPPORT_NEAR_READY
2026-08-28T20:29:22.509850+00:00,XPLUSDT,CORE,RISK_OFF,66.67,6.6088,99.0000,N,N,0.4984,CONFIRM,6,4.8327,1.1186,0.7712,2.3191,0.3042,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-28T20:34:12.940285+00:00,DASHUSDT,CORE,RISK_OFF,61.67,7.3749,99.0000,N,N,0.5493,CONFIRM,6,3.7348,1.5484,1.0182,2.7519,0.1748,0.01000,WOULD_SUPPORT_NEAR_READY
2026-08-28T20:34:14.635078+00:00,XPLUSDT,CORE,RISK_OFF,61.67,7.1141,99.0000,N,N,0.2908,SUPPORT,6,4.8485,1.1084,0.7627,1.2102,0.2978,0.00500,OBSERVE
2026-08-28T20:44:16.320637+00:00,TAOUSDT,CORE,RISK_OFF,51.67,7.2021,99.0000,N,N,0.4674,CONFIRM,6,4.1445,2.5714,2.0276,1.1985,0.4700,0.00500,WOULD_SUPPORT_NEAR_READY
2026-08-28T20:44:17.921052+00:00,DASHUSDT,CORE,RISK_OFF,51.67,7.0466,99.0000,N,N,0.5594,CONFIRM,6,3.7373,1.5413,1.0117,2.0745,0.3811,0.01000,WOULD_SUPPORT_NEAR_READY
2026-08-28T20:49:17.894348+00:00,XLMUSDT,CORE,RISK_OFF,43.33,7.3695,99.0000,N,N,0.4097,CONFIRM,6,1.5243,1.3359,0.9964,1.8804,0.1893,0.00247,WOULD_SUPPORT_NEAR_READY
2026-08-28T20:49:19.532936+00:00,TRUMPUSDT,TREND,RISK_OFF,43.33,6.6249,99.3500,N,N,0.5202,CONFIRM,6,2.2618,3.0634,2.8820,1.5871,0.3148,0.00494,WOULD_SUPPORT_NEAR_READY
2026-08-28T20:54:42.893069+00:00,SOLUSDT,CORE,RISK_OFF,70.00,7.4249,99.0000,N,N,0.5683,CONFIRM,6,2.3381,1.9994,1.7809,2.9123,0.0073,0.00669,WOULD_SUPPORT_NEAR_READY
2026-08-28T20:54:44.540170+00:00,BCHUSDT,CORE,RISK_OFF,70.00,7.3812,99.0000,N,N,0.5156,CONFIRM,6,1.7142,1.9326,1.4765,3.0975,0.0797,0.00971,WOULD_SUPPORT_NEAR_READY
2026-08-28T20:54:46.198308+00:00,XLMUSDT,CORE,RISK_OFF,70.00,7.1535,99.0000,N,N,0.2114,SUPPORT,6,1.5238,1.3272,0.9893,1.2085,0.1885,0.00221,OBSERVE
2026-08-28T20:54:47.843975+00:00,SUIUSDT,CORE,RISK_OFF,70.00,6.7497,99.0000,N,N,0.5616,CONFIRM,6,2.5216,3.0225,2.3080,2.1849,0.2576,0.00327,WOULD_SUPPORT_NEAR_READY
2026-08-28T20:54:49.495564+00:00,DASHUSDT,CORE,RISK_OFF,70.00,6.7453,99.0000,N,N,0.5302,CONFIRM,6,3.7301,1.5361,1.0121,1.8593,0.1588,0.01000,WOULD_SUPPORT_NEAR_READY
2026-08-28T20:59:03.779876+00:00,TRXUSDT,CORE,WEAK,36.67,7.1286,99.0000,N,N,0.2423,SUPPORT,6,1.0316,1.1753,1.2492,6.0838,0.1458,0.01000,OBSERVE
2026-08-28T20:59:05.372996+00:00,LTCUSDT,CORE,WEAK,36.67,6.6268,99.0000,N,N,0.4908,CONFIRM,6,2.9135,2.9370,2.0618,1.4391,0.2235,0.00153,WOULD_SUPPORT_NEAR_READY
2026-08-28T21:08:56.216443+00:00,MANTRAUSDT,CORE,RISK_OFF,35.00,6.6848,99.0000,N,N,0.1555,SUPPORT,6,1.3871,1.4612,1.1872,0.6307,0.1195,-0.11847,OBSERVE
2026-08-28T21:14:15.514524+00:00,ONGUSDT,CORE,RISK_OFF,36.67,7.2253,99.0000,N,N,0.3453,SUPPORT,6,1.2241,1.3343,1.1459,1.1787,0.5519,-0.14704,OBSERVE
2026-08-28T21:14:17.575767+00:00,GRAMUSDT,CORE,RISK_OFF,36.67,6.8558,99.0000,N,N,0.1266,SUPPORT,6,2.9075,1.3861,0.9697,0.3529,0.1169,0.00500,OBSERVE
2026-08-28T21:19:20.359197+00:00,JTOUSDT,CORE,RISK_OFF,53.33,7.0348,99.0000,N,N,0.1795,SUPPORT,6,1.9360,1.0338,0.6989,0.8262,0.1487,0.00034,OBSERVE
2026-08-28T21:19:21.963571+00:00,WLFIUSDT,CORE,RISK_OFF,53.33,7.0028,99.0000,N,N,0.0786,NEUTRAL,6,1.4057,1.0475,0.7873,0.9046,0.0600,0.00500,OBSERVE
2026-08-28T21:19:23.573274+00:00,AVAXUSDT,CORE,RISK_OFF,53.33,6.9447,99.0000,N,N,0.2768,SUPPORT,6,2.6437,2.6193,1.9922,0.8590,0.1589,-0.00227,OBSERVE
