time_utc,symbol,side,price,qty,gross_usdt,fee_usdt,realized_pnl_usdt,score,reason
2026-08-23T17:20:55.999361+00:00,SUIUSDT,BUY,0.8294000000,4.8179406800,4.000000,0.004000,0.000000,6.768,trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-23T17:43:03.563814+00:00,SUIUSDT,SELL,0.8256677000,4.8179406800,3.978018,0.003978,-0.025960,6.768,HARD_STOP
2026-08-24T10:20:11.605475+00:00,OPUSDT,BUY,0.1092000000,36.5934065934,4.000000,0.004000,0.000000,6.918,trend+slope+rsi+mom5+mom15+mom30+volume+gap
