time_utc,symbol,side,source,price,qty,gross_usdt,fee_usdt,realized_pnl_usdt,score,stop_pct,take_profit_pct,reason
2026-08-24T22:45:26.567336+00:00,TAOUSDT,SELL,CORE,240.9285714286,0.0081883441,1.972806,0.001973,-0.020106,6.950,0.008116,0.015015,ATR_HARD_STOP
2026-08-25T00:56:56.936088+00:00,BCHUSDT,SELL,CORE,273.9120000000,0.0146778520,4.020440,0.004020,0.031801,6.550,0.004500,0.010000,ATR_TAKE_PROFIT
2026-08-25T00:57:36.222151+00:00,AAVEUSDT,BUY,CORE,133.4700000000,0.0298319922,3.985662,0.003986,0.000000,6.468,0.005966,0.011037,CORE|STRONG|trend+slope+rsi_ok+mom5+mom15+mom30+volume+gap
2026-08-25T00:57:36.222245+00:00,FETUSDT,BUY,CORE,0.1755000000,22.6876124957,3.985662,0.003986,0.000000,6.352,0.007131,0.013192,CORE|STRONG|trend+slope+rsi_ok+mom5+mom15+mom30+volume+gap
2026-08-25T03:17:07.615043+00:00,FETUSDT,SELL,CORE,0.1778151429,22.6876124957,4.034201,0.004034,0.044505,6.352,0.007131,0.013192,ATR_TAKE_PROFIT
2026-08-25T03:17:30.136993+00:00,REUSDT,BUY,TREND,0.5554000000,5.0346804932,2.799061,0.002799,0.000000,6.550,0.006590,0.013180,TREND_POOL|24h=+5.9%|trend+slope+rsi_ok+mom5+mom15+mom30+volume+gap
2026-08-25T03:17:30.137101+00:00,UNIUSDT,BUY,CORE,4.4230000000,0.9031560821,3.998658,0.003999,0.000000,6.816,0.007577,0.014018,CORE|STRONG|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-25T04:04:46.070258+00:00,UNIUSDT,SELL,CORE,4.3894857143,0.9031560821,3.964391,0.003964,-0.038232,6.816,0.007577,0.014018,ATR_HARD_STOP
2026-08-25T04:04:52.213997+00:00,AAVEUSDT,SELL,CORE,132.6737142857,0.0298319922,3.957921,0.003958,-0.031698,6.468,0.005966,0.011037,ATR_HARD_STOP
2026-08-25T04:05:13.828256+00:00,REUSDT,SELL,TREND,0.5627200000,5.0346804932,2.833115,0.002833,0.031222,6.550,0.006590,0.013180,ATR_TAKE_PROFIT
2026-08-25T04:50:49.958999+00:00,IMXUSDT,BUY,CORE,0.1340000000,14.8613216440,1.993411,0.001993,0.000000,6.950,0.004500,0.010000,CORE|WEAK|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-25T05:21:24.434773+00:00,XLMUSDT,BUY,CORE,0.1990000000,20.0107486832,3.986125,0.003986,0.000000,6.893,0.004500,0.010000,CORE|STRONG|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-25T05:21:24.434929+00:00,DOGEUSDT,BUY,CORE,0.0925500000,43.0268934410,3.986125,0.003986,0.000000,6.767,0.004500,0.010000,CORE|STRONG|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-25T06:36:59.068905+00:00,XLMUSDT,SELL,CORE,0.1981045000,20.0107486832,3.964219,0.003964,-0.025870,6.893,0.004500,0.010000,ATR_HARD_STOP
2026-08-25T06:37:12.000165+00:00,IMXUSDT,SELL,CORE,0.1333970000,14.8613216440,1.982456,0.001982,-0.012937,6.950,0.004500,0.010000,ATR_HARD_STOP
2026-08-25T08:10:53.928971+00:00,DOGEUSDT,SELL,CORE,0.0921335250,43.0268934410,3.964219,0.003964,-0.025870,6.767,0.004500,0.010000,ATR_HARD_STOP
2026-08-25T11:24:25.285068+00:00,ETCUSDT,BUY,CORE,7.9400000000,0.2499944395,1.986943,0.001987,0.000000,6.950,0.004500,0.010000,CORE|WEAK|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-25T12:36:09.926290+00:00,ETCUSDT,SELL,CORE,7.9042700000,0.2499944395,1.976024,0.001976,-0.012895,6.950,0.004500,0.010000,ATR_HARD_STOP
2026-08-25T16:05:08.424951+00:00,AVAXUSDT,BUY,CORE,7.5100000000,0.5282736651,3.971307,0.003971,0.000000,6.950,0.004500,0.010000,CORE|STRONG|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-25T16:05:08.425074+00:00,PEPEUSDT,BUY,CORE,0.0000040000,991833.8062345497,3.971307,0.003971,0.000000,6.808,0.007071,0.013082,CORE|STRONG|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-25T16:51:49.963917+00:00,PEPEUSDT,SELL,CORE,0.0000039717,991833.8062345497,3.939280,0.003939,-0.035965,6.808,0.007071,0.013082,ATR_HARD_STOP
2026-08-25T17:22:39.778329+00:00,AVAXUSDT,SELL,CORE,7.4762050000,0.5282736651,3.949482,0.003949,-0.025774,6.950,0.004500,0.010000,ATR_HARD_STOP
2026-08-25T18:32:20.058171+00:00,ASTERUSDT,BUY,TREND,0.7150000000,3.8720277276,2.771271,0.002771,0.000000,6.892,0.005155,0.010310,TREND_POOL|24h=+3.8%|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-25T18:32:20.058294+00:00,LINKUSDT,BUY,CORE,11.5720000000,0.3417732242,3.958959,0.003959,0.000000,6.840,0.004500,0.010000,CORE|STRONG|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-25T19:46:27.267075+00:00,LINKUSDT,SELL,CORE,11.5199260000,0.3417732242,3.937202,0.003937,-0.025694,6.840,0.004500,0.010000,ATR_HARD_STOP
2026-08-25T19:47:05.428338+00:00,ASTERUSDT,SELL,TREND,0.7113142857,3.8720277276,2.754229,0.002754,-0.019797,6.892,0.005155,0.010310,ATR_HARD_STOP
2026-08-25T21:46:26.874062+00:00,PROMUSDT,BUY,TREND,4.2580000000,0.4865202346,2.073677,0.002074,0.000000,6.527,0.012000,0.024000,TREND_POOL|24h=+13.4%|trend+slope+rsi_ok+mom5+mom15+mom30+volume+gap
2026-08-25T22:04:04.206971+00:00,PROMUSDT,SELL,TREND,4.2069040000,0.4865202346,2.046744,0.002047,-0.028980,6.527,0.012000,0.024000,ATR_HARD_STOP
2026-08-25T23:03:22.682754+00:00,ICPUSDT,BUY,CORE,2.3930000000,1.6465192826,3.944065,0.003944,0.000000,6.840,0.004500,0.010000,CORE|STRONG|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-25T23:03:22.682861+00:00,LTCUSDT,BUY,CORE,50.5100000000,0.0780067441,3.944065,0.003944,0.000000,6.000,0.004500,0.010000,CORE|STRONG|trend+slope+rsi+mom5+mom15+mom30+volume_ok
2026-08-25T23:34:08.798662+00:00,LTCUSDT,SELL,CORE,50.2827050000,0.0780067441,3.922390,0.003922,-0.025597,6.000,0.004500,0.010000,ATR_HARD_STOP
2026-08-25T23:56:06.111944+00:00,ICPUSDT,SELL,CORE,2.3822315000,1.6465192826,3.922390,0.003922,-0.025597,6.840,0.004500,0.010000,ATR_HARD_STOP
2026-08-26T01:20:21.655830+00:00,REUSDT,BUY,TREND,0.5629000000,4.8870571292,2.753678,0.002754,0.000000,6.550,0.008390,0.016780,TREND_POOL|24h=+3.3%|trend+slope+rsi_ok+mom5+mom15+mom30+volume+gap
2026-08-26T01:20:21.655943+00:00,APTUSDT,BUY,CORE,0.5680000000,6.9188240895,3.933826,0.003934,0.000000,6.350,0.005433,0.010050,CORE|STRONG|trend+slope+rsi+mom5+mom15+mom30+volume_ok+gap
2026-08-26T02:41:18.110655+00:00,APTUSDT,SELL,CORE,0.5737085714,6.9188240895,3.969389,0.003969,0.031593,6.350,0.005433,0.010050,ATR_TAKE_PROFIT
2026-08-26T02:41:45.415454+00:00,ENAUSDT,BUY,CORE,0.1443000000,27.3106514231,3.944872,0.003945,0.000000,6.550,0.007187,0.013297,CORE|STRONG|trend+slope+rsi_ok+mom5+mom15+mom30+volume+gap
2026-08-26T02:41:45.415566+00:00,DOTUSDT,BUY,CORE,0.8570000000,4.5985145862,3.944872,0.003945,0.000000,5.950,0.004500,0.010000,CORE|STRONG|trend+slope+rsi_ok+mom5+mom15+mom30+volume_ok+gap
2026-08-26T03:40:16.641811+00:00,ENAUSDT,SELL,CORE,0.1432628571,27.3106514231,3.912602,0.003913,-0.036183,6.550,0.007187,0.013297,ATR_HARD_STOP
2026-08-26T03:40:23.045914+00:00,REUSDT,SELL,TREND,0.5723457143,4.8870571292,2.797086,0.002797,0.040611,6.550,0.008390,0.016780,ATR_TAKE_PROFIT
2026-08-26T04:25:17.975387+00:00,LINKUSDT,BUY,CORE,11.4410000000,0.3441324924,3.941161,0.003941,0.000000,6.826,0.004500,0.010000,CORE|STRONG|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-26T04:25:17.975492+00:00,ETHUSDT,BUY,CORE,2469.9800000000,0.0015940290,3.941161,0.003941,0.000000,6.796,0.004500,0.010000,CORE|STRONG|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-26T05:04:49.071547+00:00,ETHUSDT,SELL,CORE,2458.8650900000,0.0015940290,3.919502,0.003920,-0.025578,6.796,0.004500,0.010000,ATR_HARD_STOP
2026-08-26T05:04:55.039720+00:00,LINKUSDT,SELL,CORE,11.3895155000,0.3441324924,3.919502,0.003920,-0.025578,6.826,0.004500,0.010000,ATR_HARD_STOP
2026-08-26T05:04:58.390251+00:00,DOTUSDT,SELL,CORE,0.8531435000,4.5985145862,3.923193,0.003923,-0.025602,5.950,0.004500,0.010000,ATR_HARD_STOP
2026-08-26T07:17:26.543928+00:00,ENAUSDT,BUY,CORE,0.1443000000,20.3833310359,2.944259,0.002944,0.000000,6.389,0.006296,0.011648,CORE|NORMAL|trend+slope+rsi_ok+mom5+mom15+mom30+volume+gap
2026-08-26T07:17:26.544028+00:00,ARBUSDT,BUY,CORE,0.0936000000,31.4243020136,2.944259,0.002944,0.000000,6.350,0.004500,0.010000,CORE|NORMAL|trend+slope+rsi+mom5+mom15+mom30+volume_ok+gap
2026-08-26T08:04:17.249509+00:00,ARBUSDT,SELL,CORE,0.0931788000,31.4243020136,2.928079,0.002928,-0.019108,6.350,0.004500,0.010000,ATR_HARD_STOP
2026-08-26T08:04:32.615425+00:00,ENAUSDT,SELL,CORE,0.1433914286,20.3833310359,2.922795,0.002923,-0.024387,6.389,0.006296,0.011648,ATR_HARD_STOP
2026-08-26T20:06:21.788115+00:00,APTUSDT,BUY,CORE,0.5610000000,3.4875780627,1.958490,0.001958,0.000000,6.950,0.004500,0.010000,CORE|WEAK|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-26T23:27:40.226486+00:00,APTUSDT,SELL,CORE,0.5666100000,3.4875780627,1.976097,0.001976,0.015631,6.950,0.004500,0.010000,ATR_TAKE_PROFIT
2026-08-26T23:28:18.959550+00:00,TRUMPUSDT,BUY,TREND,2.2890000000,1.1976102769,2.744074,0.002744,0.000000,6.950,0.005430,0.010859,TREND_POOL|24h=+3.6%|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-26T23:28:18.959667+00:00,DOGEUSDT,BUY,CORE,0.0869500000,45.0395124269,3.920106,0.003920,0.000000,6.950,0.004500,0.010000,CORE|STRONG|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-27T04:39:26.751870+00:00,DOGEUSDT,SELL,CORE,0.0867200000,45.0395124269,3.905827,0.003906,-0.018185,6.950,0.004500,0.010000,CONFIRMED_TREND_LOST
2026-08-27T04:40:14.197047+00:00,TRUMPUSDT,SELL,TREND,2.2765714286,1.1976102769,2.726445,0.002726,-0.020355,6.950,0.005430,0.010859,ATR_HARD_STOP
2026-08-27T15:31:55.121325+00:00,RENDERUSDT,BUY,CORE,1.5490000000,1.5139387819,2.347439,0.002347,0.000000,6.350,0.005700,0.010544,CORE|STRONG|trend+slope+rsi+mom5+mom15+mom30+volume_ok+gap
2026-08-28T00:34:44.114244+00:00,RENDERUSDT,SELL,CORE,1.5401714286,1.5139387819,2.331725,0.002332,-0.018045,6.350,0.005700,0.010544,ATR_HARD_STOP
2026-08-28T12:10:47.801562+00:00,ZECUSDT,BUY,TREND,806.9600000000,0.0025404753,2.052114,0.002052,0.000000,6.508,0.004995,0.010000,TREND_POOL|24h=+2.9%|trend+slope+rsi_ok+mom5+mom15+mom30+volume+gap
2026-08-28T12:10:47.801685+00:00,WIFUSDT,BUY,CORE,0.2176000000,13.4589150330,2.931592,0.002932,0.000000,6.950,0.004500,0.010000,CORE|NORMAL|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-28T22:20:12.166426+00:00,WIFUSDT,SELL,CORE,0.2166208000,13.4589150330,2.915481,0.002915,-0.019026,6.950,0.004500,0.010000,ATR_HARD_STOP
2026-08-28T22:20:26.983781+00:00,ZECUSDT,SELL,TREND,802.9288571429,0.0025404753,2.039821,0.002040,-0.014333,6.508,0.004995,0.010000,ATR_HARD_STOP
2026-08-29T10:28:25.248792+00:00,SHIBUSDT,BUY,CORE,0.0000051100,762860.0301806113,3.902117,0.003902,0.000000,6.522,0.004500,0.010000,CORE|STRONG|trend+slope+rsi+mom5+mom15+mom30+volume
2026-08-29T10:28:25.248889+00:00,ADAUSDT,BUY,CORE,0.2004000000,19.4521694323,3.902117,0.003902,0.000000,6.400,0.004500,0.010000,CORE|STRONG|trend+slope+rsi+mom5_hold+mom15+mom30+volume+gap
2026-08-29T18:35:08.274884+00:00,ADAUSDT,SELL,CORE,0.2014923000,19.4521694323,3.919462,0.003919,0.013426,6.400,0.004500,0.010000,TRAILING_STOP
2026-08-29T18:35:22.633650+00:00,SHIBUSDT,SELL,CORE,0.0000051419,762860.0301806113,3.922581,0.003923,0.016541,6.522,0.004500,0.010000,TRAILING_STOP
2026-08-29T18:35:53.748992+00:00,TRUMPUSDT,BUY,TREND,2.6660000000,1.0251093486,2.735677,0.002736,0.000000,6.554,0.006912,0.013825,TREND_POOL|24h=+4.2%|trend+slope+rsi+mom5+mom15+mom30+volume
2026-08-29T18:35:53.749095+00:00,NEARUSDT,BUY,CORE,1.8490000000,2.1115209174,3.908110,0.003908,0.000000,6.866,0.004500,0.010000,CORE|STRONG|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-30T01:20:56.701569+00:00,NEARUSDT,SELL,CORE,1.8604655000,2.1115209174,3.928412,0.003928,0.016373,6.866,0.004500,0.010000,TRAILING_STOP
2026-08-30T01:21:32.456165+00:00,TRUMPUSDT,SELL,TREND,2.6475714286,1.0251093486,2.714050,0.002714,-0.024341,6.554,0.006912,0.013825,ATR_HARD_STOP
2026-08-30T06:51:58.983775+00:00,RENDERUSDT,BUY,CORE,1.4680000000,2.2596857358,3.320539,0.003321,0.000000,6.950,0.004500,0.010000,CORE|STRONG|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-30T06:51:58.983908+00:00,UNIUSDT,BUY,CORE,4.9320000000,0.6725909692,3.320539,0.003321,0.000000,6.350,0.005805,0.010739,CORE|STRONG|trend+slope+rsi+mom5+mom15+mom30+volume_ok+gap
2026-08-30T12:22:04.767386+00:00,UNIUSDT,SELL,CORE,4.9849628571,0.6725909692,3.352841,0.003353,0.028949,6.350,0.005805,0.010739,ATR_TAKE_PROFIT
2026-08-30T12:22:26.218392+00:00,OPUSDT,BUY,CORE,0.0901000000,43.3760514089,3.912094,0.003912,0.000000,6.950,0.004500,0.010000,CORE|STRONG|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-08-30T12:22:26.218462+00:00,VETUSDT,BUY,CORE,0.0071030000,550.2157161684,3.912094,0.003912,0.000000,6.550,0.005032,0.010000,CORE|STRONG|trend+slope+rsi_ok+mom5+mom15+mom30+volume+gap
2026-08-30T16:51:40.098089+00:00,OPUSDT,SELL,CORE,0.0896945500,43.3760514089,3.890595,0.003891,-0.025390,6.950,0.004500,0.010000,ATR_HARD_STOP
2026-08-30T16:51:53.010704+00:00,VETUSDT,SELL,CORE,0.0070672571,550.2157161684,3.888516,0.003889,-0.027467,6.550,0.005032,0.010000,ATR_HARD_STOP
2026-08-30T19:33:54.163891+00:00,RENDERUSDT,SELL,CORE,1.4680000000,2.2596857358,3.317219,0.003317,-0.006638,6.950,0.004500,0.010000,CONFIRMED_TREND_LOST
2026-08-31T19:35:55.046747+00:00,STXUSDT,BUY,CORE,0.2525000000,7.7158559552,1.950204,0.001950,0.000000,6.950,0.004500,0.010000,CORE|WEAK|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-09-01T01:54:02.498009+00:00,STXUSDT,SELL,CORE,0.2550250000,7.7158559552,1.967736,0.001968,0.015565,6.950,0.004500,0.010000,ATR_TAKE_PROFIT
2026-09-01T01:54:15.108552+00:00,DASHUSDT,BUY,TREND,45.6600000000,0.0448379097,2.049348,0.002049,0.000000,6.950,0.007359,0.014717,TREND_POOL|24h=+12.0%|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-09-01T01:54:15.108656+00:00,LDOUSDT,BUY,CORE,0.3672000000,7.9649041334,2.927640,0.002928,0.000000,6.533,0.004855,0.010000,CORE|NORMAL|trend+slope+rsi_ok+mom5+mom15+mom30+volume+gap
2026-09-01T07:06:21.137616+00:00,LDOUSDT,SELL,CORE,0.3671000000,7.9649041334,2.923916,0.002924,-0.006648,6.533,0.004855,0.010000,CONFIRMED_TREND_LOST
2026-09-01T07:06:23.633214+00:00,DASHUSDT,SELL,TREND,46.3320000000,0.0448379097,2.077430,0.002077,0.026004,6.950,0.007359,0.014717,ATR_TAKE_PROFIT
2026-09-01T16:53:32.417084+00:00,FILUSDT,BUY,CORE,0.7225000000,2.7013733166,1.953696,0.001954,0.000000,6.950,0.008862,0.016395,CORE|WEAK|trend+slope+rsi+mom5+mom15+mom30+volume+gap
2026-09-01T19:42:48.083909+00:00,FILUSDT,SELL,CORE,0.7343452857,2.7013733166,1.983741,0.001984,0.028061,6.950,0.008862,0.016395,ATR_TAKE_PROFIT
2026-09-01T22:06:04.675460+00:00,LTCUSDT,BUY,CORE,50.0400000000,0.0585894942,2.934753,0.002935,0.000000,6.550,0.004500,0.010000,CORE|NORMAL|trend+slope+rsi_ok+mom5+mom15+mom30+volume+gap
2026-09-01T22:06:04.675542+00:00,PYTHUSDT,BUY,CORE,0.0517200000,56.6863551424,2.934753,0.002935,0.000000,6.550,0.007706,0.014257,CORE|NORMAL|trend+slope+rsi_ok+mom5+mom15+mom30+volume+gap
2026-09-02T00:06:44.954517+00:00,LTCUSDT,SELL,CORE,49.8148200000,0.0585894942,2.918625,0.002919,-0.019047,6.550,0.004500,0.010000,ATR_HARD_STOP
2026-09-02T00:07:13.305455+00:00,RUNEUSDT,BUY,CORE,0.4710000000,5.2888552030,2.493544,0.002494,0.000000,6.550,0.004500,0.010000,CORE|NORMAL|trend+slope+rsi_ok+mom5+mom15+mom30+volume+gap
